student_token,resource_id,resource_type,resource_title,resource_url,major,related_courses,interaction_source,user_id,item_id,rating
stu_43982c5a7fb61633,REPO_UEH_62501,ueh_repository,Ngưỡng tác động của FDI lên tăng trưởng kinh tế ở các quốc gia châu Á,https://digital.lib.ueh.edu.vn/handle/UEH/62501,Kinh tế,Kinh tế quốc tế,proxy_from_repo_match_year_views,1551,265,4.22005
stu_43982c5a7fb61633,TIKI_14075308,tiki_book,Kinh Tế Quốc Tế - International Economics,https://tiki.vn/kinh-te-quoc-te-international-economics-p14075308.html?spid=213515995,Kinh tế,Kinh tế quốc tế,proxy_from_tiki_match_rating_review_sales,1551,277,7.8405004
stu_43982c5a7fb61633,TIKI_276765025,tiki_book,"Combo Sách Tìm Hiểu Về Kinh Tế Thế Giới: Đồng Tiền Lên Ngôi - Lịch Sử Tài Chính Thế Giới + Các Triết Gia Thế Tục - Cuộc Đời, Thời Đại Và Tư Tưởng Của Các Nhà Kinh Tế Vĩ Đại (Omega Plus)",https://tiki.vn/combo-sach-tim-hieu-ve-kinh-te-the-gioi-dong-tien-len-ngoi-lich-su-tai-chinh-the-gioi-cac-triet-gia-the-tuc-cuoc-doi-thoi-dai-va-tu-tuong-cua-cac-nha-kinh-te-vi-dai-omega-plus-p276765025.html?spid=276765026,Kinh tế,Lịch sử các học thuyết kinh tế,proxy_from_tiki_match_rating_review_sales,1551,284,1.4254
stu_43c2722afc5c439e,REPO_UEH_63450,ueh_repository,Ảnh hưởng của chất lượng thông tin tới hành vi mua hàng ngẫu hứng trên sàn thương mại điện tử tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63450,Hệ thống thông tin quản lý,Thương mại điện tử,proxy_from_repo_match_year_views,1552,216,4.885
stu_43c2722afc5c439e,TIKI_279113587,tiki_book,Combo 2 Sách - Ứng Dụng Chat GPT Trong Thương Mại Điện Tử + Xây Dựng Hệ Thống Bán Hàng Đa Kênh,https://tiki.vn/combo-2-sach-ung-dung-chat-gpt-trong-thuong-mai-dien-tu-xay-dung-he-thong-ban-hang-da-kenh-p279113587.html?spid=279113588,Hệ thống thông tin quản lý,Thương mại điện tử,proxy_from_tiki_match_rating_review_sales,1552,223,4.3153167
stu_43db1ebed7ab867c,REPO_UEH_62738,ueh_repository,Giải pháp nâng cao chất lượng dịch vụ công ty TNHH kiểm toán KMF,https://digital.lib.ueh.edu.vn/handle/UEH/62738,Kiểm toán,Kiểm toán CNTT,proxy_from_repo_match_year_views,1553,206,2.24095
stu_43ebe85526275d67,REPO_UEH_62516,ueh_repository,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62516,Công nghệ thông tin,Cơ sở dữ liệu,proxy_from_repo_match_year_views,225,3,5.33285
stu_43ebe85526275d67,REPO_UEH_62787,ueh_repository,Các yếu tố ảnh hưởng đến quá trình chia sẻ tri thức và năng lực đổi mới của tổ chức: nghiên cứu trường hợp các công ty công nghệ thông tin phần mềm tại Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/62787,Công nghệ thông tin,Phát triển phần mềm,proxy_from_repo_match_year_views,225,169,1.7866
stu_43f7c3af76d2d526,TIKI_260922789,tiki_book,"Khởi nghiệp công nghệ – Máu Bẩn (Bad Blood - Ảo tưởng, tham vọng, bí mật & sự dối trá trong vụ lừa đảo lớn nhất...)",https://tiki.vn/khoi-nghiep-cong-nghe-mau-ban-bad-blood-ao-tuong-tham-vong-bi-mat-su-doi-tra-trong-vu-lua-dao-lon-nhat-p260922789.html?spid=263589411,Công nghệ và đổi mới sáng tạo,Khởi nghiệp công nghệ,proxy_from_tiki_match_rating_review_sales,226,25,7.5208163
stu_43fb79834b70fa31,REPO_UEH_63558,ueh_repository,"Chính sách tiền tệ, nắm giữ tiền mặt và đầu tư doanh nghiệp: Bằng chứng thực nghiệm tại Việt Nam",https://digital.lib.ueh.edu.vn/handle/UEH/63558,Kinh tế đầu tư,Chính sách đầu tư,proxy_from_repo_match_year_views,227,111,2.0245
stu_43fb79834b70fa31,REPO_UEH_63680,ueh_repository,Quản lý vốn ngân sách nhà nước đối với dự án đầu tư xây dựng các tuyến đường sắt đô thị tại Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/63680,Kinh tế đầu tư,Quản lý đầu tư,proxy_from_repo_match_year_views,227,112,2.33845
stu_441586f4dec48da6,TIKI_11860704,tiki_book,Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số ( Tặng Kèm Sổ Tay),https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705,Công nghệ nghệ thuật - ArtTech,Công nghệ truyền thông sáng tạo,proxy_from_tiki_match_rating_review_sales,228,158,5.783668
stu_441586f4dec48da6,TIKI_122489015,tiki_book,"Content Marketing 4.0: Nội dung hay, bán bay kho hàng (Tặng kèm khóa học online)",https://tiki.vn/content-marketing-4-0-noi-dung-hay-ban-bay-kho-hang-tang-kem-khoa-hoc-online-p122489015.html?spid=164092081,Công nghệ nghệ thuật - ArtTech,Sản xuất nội dung số,proxy_from_tiki_match_rating_review_sales,228,159,3.2468355
stu_4416838c769fcca6,REPO_UEH_63272,ueh_repository,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,Logistics và Quản lý chuỗi cung ứng,Quản lý chuỗi cung ứng,proxy_from_repo_match_year_views,1074,11,4.30975
stu_44566c5a371efb7f,REPO_UEH_61563,ueh_repository,Lack of digital marketing staff at Mobifone Service Company Region 8,https://digital.lib.ueh.edu.vn/handle/UEH/61563,Kinh doanh số,Marketing số,proxy_from_repo_match_year_views,229,14,2.265
stu_44566c5a371efb7f,TIKI_181910016,tiki_book,Digital marketing cho doanh nghiệp nhỏ,https://tiki.vn/digital-marketing-cho-doanh-nghiep-nho-p181910016.html?spid=274397174,Kinh doanh số,Marketing số,proxy_from_tiki_match_rating_review_sales,229,251,1.806
stu_449fbe01327d6c44,REPO_UEH_63683,ueh_repository,Tác động của môi trường cạnh tranh đến văn hóa tổ chức và chiến lược kinh doanh - Ảnh hưởng đến việc thực hiện kế toán quản trị tại các doanh nghiệp ở Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63683,Kế toán doanh nghiệp,Kế toán quản trị,proxy_from_repo_match_year_views,230,304,7.5295
stu_449fbe01327d6c44,TIKI_31568245,tiki_book,Hướng dẫn lập báo cáo tài chính hợp nhất (theo VAS và IFRS),https://tiki.vn/huong-dan-lap-bao-cao-tai-chinh-hop-nhat-theo-vas-va-ifrs-p31568245.html?spid=276384240,Kế toán doanh nghiệp,Kế toán quốc tế IFRS,proxy_from_tiki_match_rating_review_sales,230,311,5.5890055
stu_44b370a6a9502d29,TIKI_122489015,tiki_book,"Content Marketing 4.0: Nội dung hay, bán bay kho hàng (Tặng kèm khóa học online)",https://tiki.vn/content-marketing-4-0-noi-dung-hay-ban-bay-kho-hang-tang-kem-khoa-hoc-online-p122489015.html?spid=164092081,Công nghệ nghệ thuật - ArtTech,Sản xuất nội dung số,proxy_from_tiki_match_rating_review_sales,231,159,3.2468355
stu_44b370a6a9502d29,TIKI_166192406,tiki_book,Mô Hình Đất Nền Địa Kỹ Thuật Ứng Dụng Trong Plaxis Software - Tập 1,https://tiki.vn/sach-mo-hinh-dat-nen-dia-ky-thuat-ung-dung-trong-plaxis-software-tap-1-p166192406.html?spid=177136415,Công nghệ nghệ thuật - ArtTech,Mỹ thuật ứng dụng,proxy_from_tiki_match_rating_review_sales,231,160,5.364771
stu_44df97b9239f23eb,REPO_UEH_62840,ueh_repository,"Phân tích kinh tế hiệu quả sản xuất lúa theo mô hình cánh đồng lớn tại huyện Châu Phú, tỉnh An Giang",https://digital.lib.ueh.edu.vn/handle/UEH/62840,Hệ thống thông tin kinh doanh,Phân tích kinh doanh,proxy_from_repo_match_year_views,1555,227,5.2984
stu_44df97b9239f23eb,TIKI_271583421,tiki_book,"Hệ Thống Chỉ Tiêu Thống Kê Cấp Tỉnh, Cấp Huyện, Cấp Xã theo Quyết định 05/2023/QĐ-TTg ngày 24/02/2023 - V2205T",https://tiki.vn/sach-he-thong-chi-tieu-thong-ke-cap-tinh-cap-huyen-cap-xa-theo-quyet-dinh-05-2023-qd-ttg-ngay-24-02-2023-v2205t-p271583421.html?spid=271583422,Hệ thống thông tin kinh doanh,Hệ thống hỗ trợ quyết định,proxy_from_tiki_match_rating_review_sales,1555,35,1.3099
stu_44df97b9239f23eb,TIKI_279135124,tiki_book,Emotional Intelligence – Dealing with Difficult People | Trí Tuệ Cảm Xúc: Ứng Xử Với Những Người Khó Hợp Tác | Harvard Business Review Press,https://tiki.vn/emotional-intelligence-dealing-with-difficult-people-tri-tue-cam-xuc-ung-xu-voi-nhung-nguoi-kho-hop-tac-harvard-business-review-press-p279135124.html?spid=279135125,Hệ thống thông tin kinh doanh,Business Intelligence,proxy_from_tiki_match_rating_review_sales,1555,233,3.5905
stu_44df97b9239f23eb,TIKI_48629551,tiki_book,Khoa Học Khám Phá - Dữ Liệu Lớn (Tái Bản),https://tiki.vn/sach-khoa-hoc-kham-pha-du-lieu-lon-tai-ban-p48629551.html?spid=111176680,Hệ thống thông tin kinh doanh,Khai phá dữ liệu,proxy_from_tiki_match_rating_review_sales,1555,234,3.782666
stu_44df97b9239f23eb,TIKI_76013378,tiki_book,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379,Hệ thống thông tin kinh doanh,Trực quan hóa dữ liệu,proxy_from_tiki_match_rating_review_sales,1555,54,10.0
stu_452498953493b37b,TIKI_275863881,tiki_book,6 Bí Quyết Quản Lý Dự Án Hiệu Quả,https://tiki.vn/sach-6-bi-quyet-quan-ly-du-an-hieu-qua-p275863881.html?spid=275863882,Bất động sản,Quản lý dự án BĐS,proxy_from_tiki_match_rating_review_sales,1556,149,5.162254
stu_452498953493b37b,TIKI_277426522,tiki_book,Luật Kinh doanh bất động sản và văn bản hướng dẫn thi hành,https://tiki.vn/luat-kinh-doanh-bat-dong-san-va-van-ban-huong-dan-thi-hanh-p277426522.html?spid=277426523,Bất động sản,Thị trường bất động sản,proxy_from_tiki_match_rating_review_sales,1556,150,2.9247503
stu_4527b49a89f806c5,REPO_UEH_63172,ueh_repository,Giải pháp thu hút khách hàng tiềm năng nhằm gia tăng nguồn thu ngân sách nhà nước tại Cục Hải quan tỉnh Bà Rịa – Vũng Tàu,https://digital.lib.ueh.edu.vn/handle/UEH/63172,Quản trị Hải quan - Ngoại thương,Luật hải quan; Nghiệp vụ hải quan,proxy_from_repo_match_year_views,1850,109,2.0323
stu_4527b49a89f806c5,REPO_UEH_63972,ueh_repository,Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần thiết và căn cứ khoa học trong biện pháp vệ sinh dịch tễ,https://digital.lib.ueh.edu.vn/handle/UEH/63972,Quản trị Hải quan - Ngoại thương,Thương mại quốc tế,proxy_from_repo_match_year_views,1850,9,8.2159
stu_4527b49a89f806c5,TIKI_273744608,tiki_book,Quản lý chuỗi cung ứng thực phẩm và logistics,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609,Quản trị Hải quan - Ngoại thương,Quản lý chuỗi cung ứng toàn cầu,proxy_from_tiki_match_rating_review_sales,1850,17,5.9154506
stu_455be3c3b43339e8,REPO_UEH_62975,ueh_repository,Hoàn thiện hệ thống quản lý chất lượng tích hợp tại Công ty Cổ phần Mỹ phẩm Sài Gòn (SCC),https://digital.lib.ueh.edu.vn/handle/UEH/62975,Hệ thống hoạch định nguồn lực doanh nghiệp,Tích hợp hệ thống,proxy_from_repo_match_year_views,232,132,5.20805
stu_455be3c3b43339e8,REPO_UEH_63148,ueh_repository,Các nhân tố ảnh hưởng đến chất lượng thông tin kế toán tại các doanh nghiệp dịch vụ ứng dụng hệ thống hoạch định nguồn lực doanh nghiệp (ERP) trên địa bàn khu vực Đông Nam Bộ,https://digital.lib.ueh.edu.vn/handle/UEH/63148,Hệ thống hoạch định nguồn lực doanh nghiệp,SAP căn bản,proxy_from_repo_match_year_views,232,133,4.807
stu_455be3c3b43339e8,REPO_UEH_63276,ueh_repository,Các nhân tố ảnh hưởng đến sự thỏa mãn của nhân viên kế toán trong việc sử dụng hệ thống hoạch định nguồn lực doanh nghiệp (ERP) ở các doanh nghiệp tại TP. Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/63276,Hệ thống hoạch định nguồn lực doanh nghiệp,Hệ thống ERP,proxy_from_repo_match_year_views,232,134,9.03555
stu_4562b634ff152b3d,TIKI_196280121,tiki_book,HBR Onpoint 2021: Quản Lý Rủi Ro (Tái Bản 2022),https://tiki.vn/hbr-onpoint-2021-quan-ly-rui-ro-tai-ban-2022-p196280121.html?spid=197410266,Toán tài chính,Quản lý rủi ro định lượng,proxy_from_tiki_match_rating_review_sales,1075,71,5.6933045
stu_456ada0508e35a13,TIKI_208437274,tiki_book,Combo Phân tích chứng khoán+Tâm lý thị trường chứng khoán+Chiến lược đầu tư chứng khoán (3 Cuốn) - Alphabooks,https://tiki.vn/sach-combo-phan-tich-chung-khoan-tam-ly-thi-truong-chung-khoan-chien-luoc-dau-tu-chung-khoan-3-cuon-alphabooks-p208437274.html?spid=277159676,Thị trường chứng khoán,Phân tích chứng khoán cơ bản,proxy_from_tiki_match_rating_review_sales,233,162,4.45015
stu_45d983cfe131dd2b,REPO_UEH_62647,ueh_repository,Các nhân tố ảnh hưởng đến việc áp dụng thẻ điểm khu vực công (PSS) – Nghiên cứu trong các đơn vị hành chính sự nghiệp tại Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/62647,Kế toán công,Kế toán đơn vị hành chính sự nghiệp,proxy_from_repo_match_year_views,234,211,6.75665
stu_45e966dd3e909e05,TIKI_403211,tiki_book,Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương,https://tiki.vn/sach-bai-tap-va-bai-giai-nghiep-vu-ngan-hang-trung-uong-p403211.html?spid=89424670,Ngân hàng,Ngân hàng trung ương,proxy_from_tiki_match_rating_review_sales,235,288,8.970119
stu_45ec62aa98aea38e,REPO_UEH_61354,ueh_repository,Các nhân tố ảnh hưởng đến chất lượng hệ thống thông tin kế toán của các đơn vị sự nghiệp y tế công lập tại thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/61354,Hệ thống hoạch định nguồn lực doanh nghiệp,Phân tích hệ thống thông tin,proxy_from_repo_match_year_views,236,128,2.43855
stu_45ec62aa98aea38e,REPO_UEH_63148,ueh_repository,Các nhân tố ảnh hưởng đến chất lượng thông tin kế toán tại các doanh nghiệp dịch vụ ứng dụng hệ thống hoạch định nguồn lực doanh nghiệp (ERP) trên địa bàn khu vực Đông Nam Bộ,https://digital.lib.ueh.edu.vn/handle/UEH/63148,Hệ thống hoạch định nguồn lực doanh nghiệp,SAP căn bản,proxy_from_repo_match_year_views,236,133,4.807
stu_45ec62aa98aea38e,TIKI_277392524,tiki_book,- Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156,Hệ thống hoạch định nguồn lực doanh nghiệp,Quản lý dự án CNTT,proxy_from_tiki_match_rating_review_sales,236,7,3.0251
stu_4660fb9c42299b6a,REPO_UEH_63272,ueh_repository,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,Quản trị Hải quan - Ngoại thương,Quản lý chuỗi cung ứng toàn cầu,proxy_from_repo_match_year_views,1851,11,2.33845
stu_4660fb9c42299b6a,REPO_UEH_63972,ueh_repository,Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần thiết và căn cứ khoa học trong biện pháp vệ sinh dịch tễ,https://digital.lib.ueh.edu.vn/handle/UEH/63972,Quản trị Hải quan - Ngoại thương,Thương mại quốc tế,proxy_from_repo_match_year_views,1851,9,8.2159
stu_4660fb9c42299b6a,TIKI_271979223,tiki_book,"Nghiệp Vụ Quản Lý Thu Chi Thường Xuyên Giao Tự Chủ và Thực Hiện Mua Sắm Trang Thiết Bị, Bảo Trì, Sửa chữa Cơ Sở Vật Chất Trong Trường Học - V2266T",https://tiki.vn/sach-nghiep-vu-quan-ly-thu-chi-thuong-xuyen-giao-tu-chu-va-thuc-hien-mua-sam-trang-thiet-bi-bao-tri-sua-chua-co-so-vat-chat-trong-truong-hoc-v2266t-p271979223.html?spid=271979224,Quản trị Hải quan - Ngoại thương,Nghiệp vụ hải quan,proxy_from_tiki_match_rating_review_sales,1851,118,1.5105665
stu_46627281ef093aa1,TIKI_279085060,tiki_book,"Quy định pháp luật về xử phạt vi phạm trong hoạt động thương mại, sản xuất, buôn bán hàng giả, hàng cấm và bảo vệ quyền lợi người tiêu dùng",https://tiki.vn/quy-dinh-phap-luat-ve-xu-phat-vi-pham-trong-hoat-dong-thuong-mai-san-xuat-buon-ban-hang-gia-hang-cam-va-bao-ve-quyen-loi-nguoi-tieu-dung-p279085060.html?spid=279085062,Kinh doanh thương mại,Hành vi người tiêu dùng,proxy_from_tiki_match_rating_review_sales,237,15,3.2780166
stu_46658add19f671d1,REPO_UEH_63620,ueh_repository,"Đặc điểm quá tự tin, thù lao giám đốc điều hành và hiệu quả hoạt động của các doanh nghiệp niêm yết trên thị trường chứng khoán Việt Nam",https://digital.lib.ueh.edu.vn/handle/UEH/63620,Khoa học máy tính,Hệ điều hành,proxy_from_repo_match_year_views,238,269,3.5408
stu_46658add19f671d1,TIKI_685617,tiki_book,Cẩm Nang Quản Trị Điều Hành - Quản Trị Tích Hợp,https://tiki.vn/sach-cam-nang-quan-tri-dieu-hanh-quan-tri-tich-hop-p685617.html?spid=20441105,Khoa học máy tính,Hệ điều hành,proxy_from_tiki_match_rating_review_sales,238,291,3.8469875
stu_466c2d4b42cb3249,REPO_UEH_62660,ueh_repository,Phân tích chi phí - hiệu quả trong điều trị thoái hóa khớp gối bằng phương pháp tiêm nội khớp Hyaluronic Acid và điều trị dùng thuốc thường quy tại Bệnh viện Vạn Hạnh năm 2019,https://digital.lib.ueh.edu.vn/handle/UEH/62660,Quản trị kinh doanh,Quản trị vận hành,proxy_from_repo_match_year_views,239,185,1.9634
stu_466c2d4b42cb3249,REPO_UEH_62665,ueh_repository,Các nhân tố ảnh hưởng đến việc áp dụng kế toán quản trị chiến lược và sự tác động đến thành quả hoạt động tại các doanh nghiệp sản xuất – nghiên cứu ở khu vực Đông Nam Bộ -Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62665,Quản trị kinh doanh,Quản trị chiến lược,proxy_from_repo_match_year_views,239,186,8.0729
stu_466c2d4b42cb3249,REPO_UEH_62721,ueh_repository,Thực trạng ứng dụng ERP vào quản trị nhân sự tại Công ty Tài chính TNHH HD SAISON,https://digital.lib.ueh.edu.vn/handle/UEH/62721,Quản trị kinh doanh,Quản trị nhân sự,proxy_from_repo_match_year_views,239,187,7.24805
stu_467d09ce64a2cd6d,REPO_UEH_61662,ueh_repository,Reading list for course International Business Management,https://digital.lib.ueh.edu.vn/handle/UEH/61662,Kinh doanh quốc tế,Quản trị kinh doanh quốc tế,proxy_from_repo_match_year_views,1852,81,1.63905
stu_467d09ce64a2cd6d,TIKI_243732948,tiki_book,"Giáo trình Tín dụng và thanh toán thương mại quốc tế (Tái bản lần thứ tư, có sửa chữa bổ sung)",https://tiki.vn/giao-trinh-tin-dung-va-thanh-toan-thuong-mai-quoc-te-tai-ban-lan-thu-tu-co-sua-chua-bo-sung-p243732948.html?spid=243732949,Kinh doanh quốc tế,Luật thương mại quốc tế; Thương mại quốc tế,proxy_from_tiki_match_rating_review_sales,1852,32,8.470135
stu_467d09ce64a2cd6d,TIKI_276353637,tiki_book,- Giáo Trình Đàm Phán Quốc Tế (Tái Bản lần Thứ Nhất),https://tiki.vn/sach-giao-trinh-dam-phan-quoc-te-tai-ban-lan-thu-nhat-p276353637.html?spid=279339383,Kinh doanh quốc tế,Đàm phán quốc tế,proxy_from_tiki_match_rating_review_sales,1852,83,7.1084
stu_467fcafff6ea64c3,REPO_UEH_62540,ueh_repository,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,Đầu tư tài chính,Thị trường tài chính,proxy_from_repo_match_year_views,1077,0,7.31175
stu_469ca137a1e17b29,TIKI_271979223,tiki_book,"Nghiệp Vụ Quản Lý Thu Chi Thường Xuyên Giao Tự Chủ và Thực Hiện Mua Sắm Trang Thiết Bị, Bảo Trì, Sửa chữa Cơ Sở Vật Chất Trong Trường Học - V2266T",https://tiki.vn/sach-nghiep-vu-quan-ly-thu-chi-thuong-xuyen-giao-tu-chu-va-thuc-hien-mua-sam-trang-thiet-bi-bao-tri-sua-chua-co-so-vat-chat-trong-truong-hoc-v2266t-p271979223.html?spid=271979224,Quản trị Hải quan - Ngoại thương,Nghiệp vụ hải quan,proxy_from_tiki_match_rating_review_sales,1854,118,1.5105665
stu_46abe212b94f5cb8,TIKI_202217457,tiki_book,THE LITTLE BOOK - Quản trị rủi ro trong đầu tư chứng khoán,https://tiki.vn/the-little-book-quan-tri-rui-ro-trong-dau-tu-chung-khoan-p202217457.html?spid=202217458,Kinh tế đầu tư,Rủi ro trong đầu tư,proxy_from_tiki_match_rating_review_sales,240,116,6.5453286
stu_46abe212b94f5cb8,TIKI_277392524,tiki_book,- Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156,Kinh tế đầu tư,Thẩm định dự án,proxy_from_tiki_match_rating_review_sales,240,7,7.3933
stu_46abe212b94f5cb8,TIKI_63822864,tiki_book,Phân tích kinh tế - kỹ thuật các dự án đầu tư xây dựng,https://tiki.vn/sach-phan-tich-kinh-te-ky-thuat-cac-du-an-dau-tu-xay-dung-p63822864.html?spid=111196672,Kinh tế đầu tư,Phân tích dự án đầu tư,proxy_from_tiki_match_rating_review_sales,240,33,5.484896
stu_46c8476e2a3a895f,REPO_UEH_61960,ueh_repository,Different firm responses to the COVID-19 pandemic shocks: machine-learning evidence on the Vietnamese labor market,https://digital.lib.ueh.edu.vn/handle/UEH/61960,Kỹ sư Robot và Trí tuệ nhân tạo,Học máy nâng cao,proxy_from_repo_match_year_views,1078,106,3.62695
stu_46c8476e2a3a895f,REPO_UEH_63184,ueh_repository,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,https://digital.lib.ueh.edu.vn/handle/UEH/63184,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,proxy_from_repo_match_year_views,1078,39,1.46875
stu_46d29508e536df13,TIKI_273024271,tiki_book,The Finance Book - Tài Chính Doanh Nghiệp,https://tiki.vn/the-finance-book-tai-chinh-doanh-nghiep-p273024271.html?spid=273024272,Tài chính,Tài chính doanh nghiệp,proxy_from_tiki_match_rating_review_sales,1079,174,7.8955007
stu_46d29508e536df13,TIKI_91515694,tiki_book,Phân tích tài chính doanh nghiệp Tai bản lần thứ 5 - chỉnh sửa bổ sung năm 2021 (Tái bản 2022),https://tiki.vn/phan-tich-tai-chinh-doanh-nghiep-tai-ban-lan-thu-5-chinh-sua-bo-sung-nam-2021-tai-ban-2022-p91515694.html?spid=91515695,Tài chính,Phân tích tài chính,proxy_from_tiki_match_rating_review_sales,1079,178,10.0
stu_46f3759ef85338b7,TIKI_77339644,tiki_book,Phân tích kỹ thuật trong thị trường tài chính,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958,Đầu tư tài chính,Phân tích kỹ thuật,proxy_from_tiki_match_rating_review_sales,1080,18,10.0
stu_4704e773a301d345,REPO_UEH_61324,ueh_repository,"Tác động của cảm nhận trách nhiệm xã hội doanh nghiệp đến hành vi xanh và hành vi đổi mới sáng tạo của nhân viên, trường hợp các doanh nghiệp dệt may trên địa bàn tỉnh Bình Dương",https://digital.lib.ueh.edu.vn/handle/UEH/61324,Công nghệ và đổi mới sáng tạo,Quản lý đổi mới sáng tạo,proxy_from_repo_match_year_views,241,224,4.9201
stu_471f45083baab524,REPO_UEH_62150,ueh_repository,Giải pháp nâng cao chất lượng đào tạo tại Trường Đại học Giao thông Vận tải Phân hiệu tại Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/62150,Logistics và Quản lý chuỗi cung ứng,Vận tải và phân phối,proxy_from_repo_match_year_views,1081,86,4.9058
stu_471f45083baab524,TIKI_217928722,tiki_book,Tính Toán Thiết Kế Hệ Thống Phân Phối Truyền Tải Điện,https://tiki.vn/tinh-toan-thiet-ke-he-thong-phan-phoi-truyen-tai-dien-p217928722.html?spid=217928723,Logistics và Quản lý chuỗi cung ứng,Vận tải và phân phối,proxy_from_tiki_match_rating_review_sales,1081,40,1.9525167
stu_471f45083baab524,TIKI_277922533,tiki_book,Quản Lý Vận Hành Nhà Hàng,https://tiki.vn/quan-ly-van-hanh-nha-hang-p277922533.html?spid=277922534,Logistics và Quản lý chuỗi cung ứng,Quản lý kho hàng,proxy_from_tiki_match_rating_review_sales,1081,99,3.4563005
stu_471f45083baab524,TIKI_279112554,tiki_book,- Right to Win For Vietnamese Agriculture - AgriS And Betrimex’s Path To Success In The Global Supply Chain,https://tiki.vn/sach-right-to-win-for-vietnamese-agriculture-agris-and-betrimex-s-path-to-success-in-the-global-supply-chain-p279112554.html?spid=279112555,Logistics và Quản lý chuỗi cung ứng,Công nghệ trong logistics; Logistics ngược,proxy_from_tiki_match_rating_review_sales,1081,100,3.4748487
stu_47315a9b8feae56f,TIKI_274890405,tiki_book,"- Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặng kèm sổ tay xương rồng )",https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406,Kiến trúc và thiết kế đô thị thông minh,Thiết kế đô thị thông minh,proxy_from_tiki_match_rating_review_sales,242,29,2.035199
stu_4735a13262f6931b,TIKI_531504,tiki_book,Quản Trị Ngân Hàng Thương Mại,https://tiki.vn/sach-quan-tri-ngan-hang-thuong-mai-p531504.html?spid=89424631,Ngân hàng,Nghiệp vụ ngân hàng thương mại,proxy_from_tiki_match_rating_review_sales,243,289,6.2532763
