student_token,major,major_norm,cohort,course_order,course,course_norm,resource_type,resource_id,resource_title,resource_url,search_keywords,match_reason,match_score,confidence,rating_average,review_count,quantity_sold,price,confidence_score,rating_score,review_score,sales_score,search_signal_score,quality_score,popularity_score,recommendation_score,model_explanation,duplicate_rank,course_rank,student_rank
stu_83331326e0553917,Toán tài chính,toan tai chinh,24,1,Toán tài chính ứng dụng,toan tai chinh ung dung,tiki_book,190743209,Toán tài chính ứng dụng,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210,chính sách tài khóa; tài chính; sách tài chính; phân tích tài chính; kế toán tài chính,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,93.38,high,5.0,9.0,59.0,266000.0,100.0,100.0,50.65687204586901,45.037790184443104,100.0,85.2,47.0,86.85,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,1
stu_83331326e0553917,Toán tài chính,toan tai chinh,24,2,Xác suất và thống kê,xac suat va thong ke,tiki_book,270847837,Xác Suất Thống Kê (Dùng cho sinh viên các trường Kỹ Thuật và Công Nghệ),https://tiki.vn/xac-suat-thong-ke-dung-cho-sinh-vien-cac-truong-ky-thuat-va-cong-nghe-tai-ban-lan-thu-tu-nam-2023-p270847837.html?spid=270847838,thống kê; xác suất thống kê,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,94.0,high,5.0,2.0,35.0,126000.0,100.0,100.0,24.169470350698415,39.418708323017206,70.0,77.25,34.08,82.5,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_83331326e0553917,Toán tài chính,toan tai chinh,24,5,Quản lý rủi ro định lượng,quan ly rui ro dinh luong,tiki_book,196280121,HBR Onpoint 2021: Quản Lý Rủi Ro (Tái Bản 2022),https://tiki.vn/hbr-onpoint-2021-quan-ly-rui-ro-tai-ban-2022-p196280121.html?spid=197410266,quản trị rủi ro ngân hàng,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,39.01,medium,4.8,6.0,92.0,215000.0,60.0,96.0,42.81002327921689,49.85859442468582,70.0,80.04,47.39,52.17,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_83331326e0553917,Toán tài chính,toan tai chinh,24,5,Quản lý rủi ro định lượng,quan ly rui ro dinh luong,ueh_repository,UEH/63322,Quản lý rủi ro tỷ giá trong hoạt kinh doanh ngoại hối tại Ngân hàng Thương mại Cổ phần Ngoại Thương Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63322,,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,43.59,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,51.65,UEH Repository: content match + confidence + publication year + views,1,2,4
stu_83331326e0553917,Toán tài chính,toan tai chinh,24,6,Mô hình tài chính,mo hinh tai chinh,ueh_repository,UEH/63535,Phân tích các nhân tố tác động đến hiệu quả chuỗi cung ứng – Nghiên cứu mô hình tại Công ty Cổ phần Acecook Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63535,,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,33.79,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,45.77,UEH Repository: content match + confidence + publication year + views,1,1,5
stu_835a15cd28d233ba,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,23,2,Quản lý kho hàng,quan ly kho hang,ueh_repository,UEH/63482,Giải pháp hoàn thiện hoạt động quản lý kho hàng tại công ty TNHH Olam Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63482,,exact_course_in_title; exact_course_in_secondary_text,100.0,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,95.5,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_835a15cd28d233ba,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,23,1,Quản lý chuỗi cung ứng,quan ly chuoi cung ung,tiki_book,273744608,Quản lý chuỗi cung ứng thực phẩm và logistics,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609,logistics; sách logistics; quản trị logistics; quản trị chuỗi cung ứng,exact_course_in_title; partial_course_tokens_in_secondary_text; major_context_tokens,81.57,high,5.0,17.0,200.0,134000.0,100.0,100.0,63.58817867371562,58.33635398864983,100.0,89.08,60.17,84.09,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_835a15cd28d233ba,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,23,5,Logistics ngược,logistics nguoc,ueh_repository,UEH/62783,Mối quan hệ giữa các tác nhân trong logistics ngược và kết quả kinh tế: Nghiên cứu trường hợp doanh nghiệp bán lẻ hàng điện tử tại Thành phố Đà Nẵng,https://digital.lib.ueh.edu.vn/handle/UEH/62783,,exact_course_in_title; exact_course_in_secondary_text,69.23,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,77.04,UEH Repository: content match + confidence + publication year + views,1,1,3
stu_835a15cd28d233ba,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,23,3,Vận tải và phân phối,van tai va phan phoi,ueh_repository,UEH/62150,Giải pháp nâng cao chất lượng đào tạo tại Trường Đại học Giao thông Vận tải Phân hiệu tại Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/62150,,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,49.32,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,55.09,UEH Repository: content match + confidence + publication year + views,1,1,4
stu_835a15cd28d233ba,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,23,1,Quản lý chuỗi cung ứng,quan ly chuoi cung ung,ueh_repository,UEH/63272,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,,partial_course_tokens_in_title; exact_course_in_secondary_text,40.15,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,49.59,UEH Repository: content match + confidence + publication year + views,1,2,5
stu_83667fc9dcd5cab0,Bất động sản,bat dong san,23,5,Đầu tư bất động sản,dau tu bat dong san,ueh_repository,UEH/62706,Xây dựng các chiến lược phát triển kinh doanh giai đoạn 2020 - 2025 của Công ty Cổ phần Đầu tư Bất động sản Hưng Lộc Phát,https://digital.lib.ueh.edu.vn/handle/UEH/62706,,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,74.29,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,80.07,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_83667fc9dcd5cab0,Bất động sản,bat dong san,23,3,Luật kinh doanh bất động sản,luat kinh doanh bat dong san,tiki_book,273587041,Luật Kinh doanh bất động sản (Hiện hành),https://tiki.vn/luat-kinh-doanh-bat-dong-san-hien-hanh-sua-doi-bo-sung-nam-2020-p273587041.html?spid=273587042,luật lao động; pháp luật kinh doanh,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,76.89,high,5.0,1.0,36.0,39000.0,100.0,100.0,15.249237972318797,39.72009703908647,100.0,74.57,31.16,75.46,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_83667fc9dcd5cab0,Bất động sản,bat dong san,23,5,Đầu tư bất động sản,dau tu bat dong san,tiki_book,209431131,Đầu tư bất động sản (Tái bản 2021) - Bản Quyền,https://tiki.vn/dau-tu-bat-dong-san-tai-ban-2021-ban-quyen-p209431131.html?spid=209431132,đầu tư,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,72.35,high,0.0,0.0,,169000.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,72.56,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,3
stu_83667fc9dcd5cab0,Bất động sản,bat dong san,23,2,Định giá bất động sản,dinh gia bat dong san,ueh_repository,UEH/62516,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62516,,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,50.72,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,55.93,UEH Repository: content match + confidence + publication year + views,1,1,4
stu_83667fc9dcd5cab0,Bất động sản,bat dong san,23,3,Luật kinh doanh bất động sản,luat kinh doanh bat dong san,ueh_repository,UEH/62779,Nhân tố tác động đến mức độ công bố thông tin kế toán trong mối liên hệ với năng lực cạnh tranh – Bằng chứng thực nghiệm tại các doanh nghiệp xây dựng và kinh doanh bất động sản niêm yết trên Thị trường Chứng khoán Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62779,,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text; exact_major_in_title,48.9,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,54.84,UEH Repository: content match + confidence + publication year + views,1,2,5
stu_8387d0a87e334133,Kinh tế đầu tư,kinh te dau tu,24,3,Thẩm định dự án,tham dinh du an,tiki_book,277392524,- Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156,quản trị dự án,exact_course_in_title; partial_course_tokens_in_secondary_text,98.06,high,0.0,0.0,,119560.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,84.13,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,1
stu_8387d0a87e334133,Kinh tế đầu tư,kinh te dau tu,24,5,Rủi ro trong đầu tư,rui ro trong dau tu,tiki_book,202217457,THE LITTLE BOOK - Quản trị rủi ro trong đầu tư chứng khoán,https://tiki.vn/the-little-book-quan-tri-rui-ro-trong-dau-tu-chung-khoan-p202217457.html?spid=202217458,quản trị rủi ro ngân hàng,exact_course_in_title; partial_course_tokens_in_secondary_text,73.37,high,0.0,0.0,16.0,189000.0,100.0,50.0,50.0,31.16534678461838,100.0,50.0,37.76,71.18,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_8387d0a87e334133,Kinh tế đầu tư,kinh te dau tu,24,6,Chính sách đầu tư,chinh sach dau tu,tiki_book,36827338,Chiến Lược Đầu Tư Chứng Khoán (Tái Bản 2018) [Sách Tài Chính & Đầu Tư / Tặng Kèm Postcard Greenlife],https://tiki.vn/chien-luoc-dau-tu-chung-khoan-tai-ban-2018-sach-tai-chinh-dau-tu-tang-kem-postcard-greenlife-p36827338.html?spid=36827339,đầu tư chứng khoán,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,44.24,medium,5.0,4.0,20.0,131002.0,60.0,100.0,35.407634073550206,33.489746814957655,70.0,80.62,34.16,52.63,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_8387d0a87e334133,Kinh tế đầu tư,kinh te dau tu,24,3,Thẩm định dự án,tham dinh du an,ueh_repository,UEH/61235,Giải pháp nâng cao chất lượng thẩm định tín dụng khách hàng cá nhân tại Ngân hàng Thương mại Cổ phần Tiên Phong - Khu vực phía Nam,https://digital.lib.ueh.edu.vn/handle/UEH/61235,,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,41.85,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,50.61,UEH Repository: content match + confidence + publication year + views,1,2,4
stu_8387d0a87e334133,Kinh tế đầu tư,kinh te dau tu,24,1,Phân tích dự án đầu tư,phan tich du an dau tu,tiki_book,63822864,Phân tích kinh tế - kỹ thuật các dự án đầu tư xây dựng,https://tiki.vn/sach-phan-tich-kinh-te-ky-thuat-cac-du-an-dau-tu-xay-dung-p63822864.html?spid=111196672,phân tích kỹ thuật,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,38.74,medium,4.8,4.0,41.0,194020.0,60.0,96.0,35.407634073550206,41.11436580111705,70.0,77.82,39.12,50.47,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,5
stu_8391601d41851392,Công nghệ thông tin,cong nghe thong tin,23,5,Trí tuệ nhân tạo,tri tue nhan tao,ueh_repository,UEH/62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,,exact_course_in_title; exact_course_in_secondary_text,81.37,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,84.32,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_8391601d41851392,Công nghệ thông tin,cong nghe thong tin,23,1,Lập trình hướng đối tượng,lap trinh huong doi tuong,tiki_book,273585809,Công Nghệ Thông Tin- Giáo Trình C++ Và Lập Trình Hướng Đối Tượng,https://tiki.vn/sach-cong-nghe-thong-tin-giao-trinh-c-va-lap-trinh-huong-doi-tuong-p273585809.html?spid=277460817,công nghệ thông tin; sách công nghệ thông tin,exact_course_in_title; exact_major_in_title,93.35,high,0.0,0.0,,165733.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,82.01,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_8391601d41851392,Công nghệ thông tin,cong nghe thong tin,23,5,Trí tuệ nhân tạo,tri tue nhan tao,tiki_book,279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,trí tuệ nhân tạo,exact_course_in_title; exact_course_in_secondary_text,100.0,high,0.0,0.0,4.0,123200.0,100.0,50.0,50.0,17.703817036775103,100.0,50.0,29.01,81.85,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,3
stu_8391601d41851392,Công nghệ thông tin,cong nghe thong tin,23,6,Điện toán đám mây,dien toan dam may,tiki_book,5929511,Cố Định Một Đám Mây,https://tiki.vn/sach-co-dinh-mot-dam-may-p5929511.html?spid=5929513,điện toán đám mây,partial_course_tokens_in_title; exact_course_in_secondary_text,41.99,medium,4.6,37.0,2044.0,102500.0,60.0,92.0,80.02689551398049,83.85468375324592,80.0,88.41,82.51,60.53,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_8391601d41851392,Công nghệ thông tin,cong nghe thong tin,23,2,Cơ sở dữ liệu,co so du lieu,ueh_repository,UEH/62516,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62516,,exact_course_in_title; exact_course_in_secondary_text,55.89,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,59.03,UEH Repository: content match + confidence + publication year + views,1,1,5
stu_83aa6ecfe386fc51,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,24,2,Vận tải quốc tế,van tai quoc te,tiki_book,278769828,Logistics Và Vận Tải Quốc Tế - TS. Trần Nguyễn Hợp Châu (Tái Bản 2025),https://tiki.vn/logistics-va-van-tai-quoc-te-ts-tran-nguyen-hop-chau-tai-ban-2025-p278769828.html?spid=278769829,logistics; vận tải,exact_course_in_title; partial_course_tokens_in_secondary_text,100.0,high,0.0,0.0,12.0,170000.0,100.0,50.0,50.0,28.214442932076903,100.0,50.0,35.84,82.88,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,1
stu_83aa6ecfe386fc51,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,24,1,Quản lý chuỗi cung ứng,quan ly chuoi cung ung,tiki_book,273905393,"Quản Lý Chuỗi Cung Ứng Thực Phẩm Và Logistics- Cuốn Sách Quản Lý, Lãnh Đạo Hay Tăng Hiệu Quả Công Việc",https://tiki.vn/quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-cuon-sach-quan-ly-lanh-dao-hay-tang-hieu-qua-cong-viec-p273905393.html?spid=274852180,logistics; sách logistics; quản trị logistics; quản trị chuỗi cung ứng,exact_course_in_title; partial_course_tokens_in_secondary_text,78.75,high,0.0,0.0,2.0,179000.0,100.0,50.0,50.0,12.084735175349207,100.0,50.0,25.36,71.74,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_83aa6ecfe386fc51,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,24,1,Quản lý chuỗi cung ứng,quan ly chuoi cung ung,ueh_repository,UEH/63272,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,,partial_course_tokens_in_title; exact_course_in_secondary_text,39.08,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,48.95,UEH Repository: content match + confidence + publication year + views,1,2,3
stu_83aa6ecfe386fc51,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,24,2,Vận tải quốc tế,van tai quoc te,ueh_repository,UEH/61163,Một số giải pháp nhằm cải thiện chất lượng dịch vụ vận tải container bằng đường bộ tại Công ty Cổ phần Tiếp vận Quốc tế Cảng Cát Lái,https://digital.lib.ueh.edu.vn/handle/UEH/61163,,partial_course_tokens_in_title,29.29,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,43.07,UEH Repository: content match + confidence + publication year + views,1,2,4
stu_83aa6ecfe386fc51,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,24,5,Thương mại điện tử logistics,thuong mai dien tu logistics,tiki_book,532700,Thương Mại Điện Tử,https://tiki.vn/sach-thuong-mai-dien-tu-p532700.html?spid=89424621,ngân hàng thương mại; hợp đồng thương mại; thương mại điện tử; sách thương mại điện tử; sàn thương mại điện tử,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,24.87,low,4.0,7.0,46.0,148000.0,30.0,80.0,45.747713916956386,42.35162361881064,70.0,69.72,43.54,37.68,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,5
stu_83b1f09b9b1c1e8e,Kinh doanh thương mại,kinh doanh thuong mai,23,6,Quản trị chuỗi cung ứng,quan tri chuoi cung ung,tiki_book,1208799,Nguyên Lý Quản Trị Chuỗi Cung Ứng,https://tiki.vn/sach-nguyen-ly-quan-tri-chuoi-cung-ung-p1208799.html?spid=1208801,chuỗi cung ứng; quản trị chuỗi cung ứng,exact_course_in_title; exact_course_in_secondary_text,93.0,high,4.8,152.0,2436.0,149200.0,100.0,96.0,100.0,85.78375358987726,100.0,97.2,90.76,95.04,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,1
stu_83b1f09b9b1c1e8e,Kinh doanh thương mại,kinh doanh thuong mai,23,6,Quản trị chuỗi cung ứng,quan tri chuoi cung ung,ueh_repository,UEH/63529,Giải pháp nâng cao hiệu quả quản trị chuỗi cung ứng của công ty xi măng Fico-YTL,https://digital.lib.ueh.edu.vn/handle/UEH/63529,,exact_course_in_title; exact_course_in_secondary_text,87.91,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,88.25,UEH Repository: content match + confidence + publication year + views,1,2,2
stu_83b1f09b9b1c1e8e,Kinh doanh thương mại,kinh doanh thuong mai,23,4,Định giá sản phẩm,dinh gia san pham,tiki_book,68459988,Combo Định Giá Gia Tăng Lợi Nhuận: Định Giá Dựa Trên Giá Trị + Những Đòn Tâm Lý Trong Định Giá Sản Phẩm,https://tiki.vn/combo-dinh-gia-gia-tang-loi-nhuan-dinh-gia-dua-tren-gia-tri-nhung-don-tam-ly-trong-dinh-gia-san-pham-p68459988.html?spid=70885394,định giá doanh nghiệp,exact_course_in_title; partial_course_tokens_in_secondary_text,100.0,high,0.0,0.0,2.0,359500.0,100.0,50.0,50.0,12.084735175349207,100.0,50.0,25.36,81.3,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_83b1f09b9b1c1e8e,Kinh doanh thương mại,kinh doanh thuong mai,23,1,Quản trị bán hàng,quan tri ban hang,tiki_book,273341092,Quản Trị Bán Hàng Hiệu Quả - Sales Management That Works,https://tiki.vn/quan-tri-ban-hang-hieu-qua-sales-management-that-works-p273341092.html?spid=273341093,operations management; human resource management; sales; financial management; quản trị rủi ro ngân hàng; supply chain management; hotel management; restaurant management; time management,exact_course_in_title; partial_course_tokens_in_secondary_text,83.89,high,5.0,1.0,17.0,200200.0,100.0,100.0,15.249237972318797,31.79408933685781,100.0,74.57,26.0,77.84,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_83b1f09b9b1c1e8e,Kinh doanh thương mại,kinh doanh thuong mai,23,5,Hành vi người tiêu dùng,hanh vi nguoi tieu dung,ueh_repository,UEH/61412,Nghiên cứu hành vi mua sắm trực tuyến của người tiêu dùng tại TP. Hồ Chí Minh ngành hàng thời trang,https://digital.lib.ueh.edu.vn/handle/UEH/61412,,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,56.29,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,59.27,UEH Repository: content match + confidence + publication year + views,1,1,5
stu_83c53e8c35f88a59,Kiến trúc và thiết kế đô thị thông minh,kien truc va thiet ke do thi thong minh,25,2,Quy hoạch đô thị,quy hoach do thi,ueh_repository,UEH/61148,Thực trạng thực thi pháp luật về quy hoạch đô thị trên địa bàn tỉnh Cà Mau,https://digital.lib.ueh.edu.vn/handle/UEH/61148,,exact_course_in_title; exact_course_in_secondary_text,100.0,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,95.5,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_83c53e8c35f88a59,Kiến trúc và thiết kế đô thị thông minh,kien truc va thiet ke do thi thong minh,25,6,Quản lý dự án xây dựng,quan ly du an xay dung,tiki_book,277392524,- Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156,quản trị dự án,exact_course_in_title; partial_course_tokens_in_secondary_text,98.26,high,0.0,0.0,,119560.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,84.22,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_83c53e8c35f88a59,Kiến trúc và thiết kế đô thị thông minh,kien truc va thiet ke do thi thong minh,25,6,Quản lý dự án xây dựng,quan ly du an xay dung,ueh_repository,UEH/62960,Nâng cao quản trị rủi ro các dự án đầu tư tại Ban quản lý dự án hạ tầng II – Tổng công ty Hạ tầng mạng (VNPT NET),https://digital.lib.ueh.edu.vn/handle/UEH/62960,,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,38.54,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,48.62,UEH Repository: content match + confidence + publication year + views,1,2,3
stu_83c53e8c35f88a59,Kiến trúc và thiết kế đô thị thông minh,kien truc va thiet ke do thi thong minh,25,5,Công nghệ BIM,cong nghe bim,tiki_book,53259393,- Mẹ Bỉm Sữa Kinh Doanh Online DL,https://tiki.vn/sach-me-bim-sua-kinh-doanh-online-dl-p53259393.html?spid=53259395,kinh doanh online,partial_course_tokens_in_title,42.57,medium,5.0,1.0,5.0,157440.0,60.0,100.0,15.249237972318797,19.709354161508603,70.0,74.57,18.15,48.56,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_83c53e8c35f88a59,Kiến trúc và thiết kế đô thị thông minh,kien truc va thiet ke do thi thong minh,25,1,Thiết kế đô thị thông minh,thiet ke do thi thong minh,tiki_book,274890405,"- Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặng kèm sổ tay xương rồng )",https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406,thiết kế nghiên cứu,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,28.1,low,0.0,0.0,4.0,560000.0,30.0,50.0,50.0,17.703817036775103,70.0,50.0,29.01,34.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,5
stu_83cd21c35877fe3c,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,24,5,Thương mại quốc tế,thuong mai quoc te,ueh_repository,UEH/63972,Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần thiết và căn cứ khoa học trong biện pháp vệ sinh dịch tễ,https://digital.lib.ueh.edu.vn/handle/UEH/63972,,exact_course_in_title; exact_course_in_secondary_text,84.86,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,86.42,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_83cd21c35877fe3c,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,24,5,Thương mại quốc tế,thuong mai quoc te,tiki_book,447075,Soạn Thảo Và Dịch Hợp Đồng Thương Mại Quốc Tế (Tái Bản),https://tiki.vn/sach-soan-thao-va-dich-hop-dong-thuong-mai-quoc-te-tai-ban-p447075.html?spid=153807,hợp đồng thương mại,exact_course_in_title; partial_course_tokens_in_secondary_text,75.9,high,4.8,50.0,546.0,264000.0,100.0,96.0,86.50016391993516,69.34893682664179,100.0,93.15,75.35,84.43,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,2
stu_83cd21c35877fe3c,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,24,6,Quản lý chuỗi cung ứng toàn cầu,quan ly chuoi cung ung toan cau,tiki_book,273744608,Quản lý chuỗi cung ứng thực phẩm và logistics,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609,logistics; sách logistics; quản trị logistics; quản trị chuỗi cung ứng,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,36.86,medium,5.0,17.0,200.0,134000.0,60.0,100.0,63.58817867371562,58.33635398864983,70.0,89.08,60.17,54.47,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_83cd21c35877fe3c,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,24,4,Thuế xuất nhập khẩu,thue xuat nhap khau,tiki_book,279103684,Biểu Thuế Xuất Khẩu - Nhập Khẩu Năm 2026 (Export Import Tax 2026),https://tiki.vn/bieu-thue-xuat-khau-nhap-khau-nam-2026-export-import-tax-2026-p279103684.html?spid=279103685,tax; xuất nhập khẩu,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,41.45,medium,0.0,0.0,1.0,800000.0,60.0,50.0,50.0,7.6246189861593985,70.0,50.0,22.46,45.02,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_83cd21c35877fe3c,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,24,6,Quản lý chuỗi cung ứng toàn cầu,quan ly chuoi cung ung toan cau,ueh_repository,UEH/63272,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,22.13,low,,,,,30.0,80.0,50.0,50.0,50.0,80.0,50.0,31.28,UEH Repository: content match + confidence + publication year + views,1,2,5
