student_token,email_order,email_line,recommendation_score,resource_url
stu_6cf21cc550869290,3,[high_priority] Hiểu Về Trí Tuệ Nhân Tạo - AI - Trí tuệ nhân tạo,81.85,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261
stu_6d16fd4c2fa40c49,1,[optional] Thiết Kế Hệ Thống Học Máy - Phân tích và thiết kế hệ thống,57.39,https://tiki.vn/sach-thiet-ke-he-thong-hoc-may-p278159885.html?spid=278159887
stu_6d16fd4c2fa40c49,2,[optional] Ảnh hưởng của chất lượng thông tin tới hành vi mua hàng ngẫu hứng trên sàn thương mại điện - Thương mại điện tử,54.9,https://digital.lib.ueh.edu.vn/handle/UEH/63450
stu_6d16fd4c2fa40c49,3,[optional] Combo 2 Sách - Ứng Dụng Chat GPT Trong Thương Mại Điện Tử + Xây Dựng Hệ Thống Bán Hàng Đa  - Thương mại điện tử,53.97,https://tiki.vn/combo-2-sach-ung-dung-chat-gpt-trong-thuong-mai-dien-tu-xay-dung-he-thong-ban-hang-da-kenh-p279113587.html?spid=279113588
stu_6d4b2e77fc48f968,1,[high_priority] Quản trị chiến lược ( Strategic Management) - Quản trị chiến lược,85.54,https://tiki.vn/quan-tri-chien-luoc-strategic-management-p185044605.html?spid=185044606
stu_6d4b2e77fc48f968,2,[high_priority] Các nhân tố ảnh hưởng đến việc áp dụng kế toán quản trị chiến lược và sự tác động đến thàn - Quản trị chiến lược,85.1,https://digital.lib.ueh.edu.vn/handle/UEH/62665
stu_6d4b2e77fc48f968,3,[recommended] Quản Trị Vận Hành Và Chuỗi Cung Ứng (Ấn Bản Lần Thứ 16) - Quản trị vận hành,78.32,https://tiki.vn/quan-tri-van-hanh-va-chuoi-cung-ung-an-ban-lan-thu-16-p273429543.html?spid=273429544
stu_6d918ce8532b683d,1,[high_priority] Giải pháp hoàn thiện hoạt động quản lý kho hàng tại công ty TNHH Olam Việt Nam - Quản lý kho hàng,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/63482
stu_6d918ce8532b683d,2,[high_priority] Quản lý chuỗi cung ứng thực phẩm và logistics - Quản lý chuỗi cung ứng,84.09,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609
stu_6d918ce8532b683d,3,[recommended] Mối quan hệ giữa các tác nhân trong logistics ngược và kết quả kinh tế: Nghiên cứu trường  - Logistics ngược,77.04,https://digital.lib.ueh.edu.vn/handle/UEH/62783
stu_6d9c046f49e3fd3f,1,[high_priority] Deep Learning - Cuộc Cách Mạng Học Sâu - Học sâu,95.89,https://tiki.vn/sach-deep-learning-cuoc-cach-mang-hoc-sau-p23088719.html?spid=23088720
stu_6d9c046f49e3fd3f,2,[high_priority] Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hó - Trực quan hóa dữ liệu,89.93,https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379
stu_6d9c046f49e3fd3f,3,[high_priority] Thống Kê Ứng Dụng Trong Kinh Doanh (Kèm File CD Mềm) (KT) - Thống kê ứng dụng,85.9,https://tiki.vn/thong-ke-ung-dung-trong-kinh-doanh-kem-file-cd-mem-_kt-p271520993.html?spid=271520994
stu_6d9dfa0e61278f4c,1,[high_priority] Xây dựng các chiến lược phát triển kinh doanh giai đoạn 2020 - 2025 của Công ty Cổ phần Đầ - Đầu tư bất động sản,80.07,https://digital.lib.ueh.edu.vn/handle/UEH/62706
stu_6d9dfa0e61278f4c,2,[recommended] Luật Kinh doanh bất động sản (Hiện hành) - Luật kinh doanh bất động sản,75.46,https://tiki.vn/luat-kinh-doanh-bat-dong-san-hien-hanh-sua-doi-bo-sung-nam-2020-p273587041.html?spid=273587042
stu_6d9dfa0e61278f4c,3,[recommended] Đầu tư bất động sản (Tái bản 2021) - Bản Quyền - Đầu tư bất động sản,72.56,https://tiki.vn/dau-tu-bat-dong-san-tai-ban-2021-ban-quyen-p209431131.html?spid=209431132
stu_6dbaaa85d8eaf400,1,[recommended] Xây dựng thị trường chứng khoán phi tập trung dựa trên công nghệ Blockchain - Công nghệ Blockchain,76.43,https://digital.lib.ueh.edu.vn/handle/UEH/62541
stu_6dbaaa85d8eaf400,2,"[recommended] Bùng Nổ Bitcoin - Công Nghệ Blockchain, Fintech 4.0 hay Bong Bóng? - Công nghệ Blockchain",68.83,https://tiki.vn/bung-no-bitcoin-cong-nghe-blockchain-fintech-4-0-hay-bong-bong-p5563321.html?spid=20485533
stu_6dbaaa85d8eaf400,3,[optional] Quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Ngân hàng TMCP Công thương Việt N - Quản lý rủi ro số,58.1,https://digital.lib.ueh.edu.vn/handle/UEH/61159
stu_6dc631ff0c2929e5,1,[high_priority] Tóm Tắt - Bài Tập - Trắc Nghiệm Kinh Tế Vĩ Mô - Kinh tế vĩ mô,93.27,https://tiki.vn/tom-tat-bai-tap-trac-nghiem-kinh-te-vi-mo-p1197799.html?spid=74570330
stu_6dc631ff0c2929e5,2,"[high_priority] Đặc điểm công ty, các biến số kinh tế vĩ mô và giá chứng khoán: bằng chứng thực nghiệm tại - Kinh tế vĩ mô",86.33,https://digital.lib.ueh.edu.vn/handle/UEH/61183
stu_6dc631ff0c2929e5,3,[high_priority] Kinh Tế Phát Triển Căn Bản Và Nâng Cao - Kinh tế phát triển,82.24,https://tiki.vn/sach-kinh-te-phat-trien-can-ban-va-nang-cao-p716491.html?spid=162712941
stu_6ddd8232101979e1,1,[high_priority] Giải pháp hoàn thiện marketing dịch vụ ngân hàng bán lẻ tại Ngân hàng Thương Mại Cổ Phần C - Marketing dịch vụ,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/63123
stu_6ddd8232101979e1,2,[high_priority] Giáo Trình Marketing Dịch Vụ Tài Chính Ngân Hàng - TS. Phạm Thu Thuỷ - Học Viện Ngân Hàng - Marketing dịch vụ,85.0,https://tiki.vn/sach-giao-trinh-marketing-dich-vu-tai-chinh-ngan-hang-ts-pham-thu-thuy-hoc-vien-ngan-hang-p279406046.html?spid=279406047
stu_6ddd8232101979e1,3,[high_priority] Quản Trị Marketing - Quản trị Marketing,82.83,https://tiki.vn/quan-tri-marketing-p68554548.html?spid=160793031
stu_6de98d9bcddd06dd,1,[high_priority] Thực trạng thực thi pháp luật về quy hoạch đô thị trên địa bàn tỉnh Cà Mau - Quy hoạch đô thị,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/61148
stu_6de98d9bcddd06dd,2,[high_priority] - Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng - Quản lý dự án xây dựng,84.22,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156
stu_6de98d9bcddd06dd,3,[optional] Nâng cao quản trị rủi ro các dự án đầu tư tại Ban quản lý dự án hạ tầng II – Tổng công ty  - Quản lý dự án xây dựng,48.62,https://digital.lib.ueh.edu.vn/handle/UEH/62960
stu_6e111a0222454a6e,1,[high_priority] Phân tích triển vọng và định giá doanh nghiệp tại tập đoàn Vingroup - Định giá doanh nghiệp,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/62670
stu_6e111a0222454a6e,2,[high_priority] Phân tích tài chính doanh nghiệp Tai bản lần thứ 5 - chỉnh sửa bổ sung năm 2021 (Tái bản 2 - Phân tích tài chính,94.45,https://tiki.vn/phan-tich-tai-chinh-doanh-nghiep-tai-ban-lan-thu-5-chinh-sua-bo-sung-nam-2021-tai-ban-2022-p91515694.html?spid=91515695
stu_6e111a0222454a6e,3,[high_priority] Ứng Dụng Phân Tích Báo Cáo Tài Chính Và Định Giá Doanh Nghiệp Trong Thực Tiễn - Định giá doanh nghiệp,91.73,https://tiki.vn/sach-ung-dung-phan-tich-bao-cao-tai-chinh-va-dinh-gia-doanh-nghiep-trong-thuc-tien-p274411010.html?spid=274411011
stu_6e183840812752f5,1,[high_priority] Nghiên cứu các yếu tố ảnh hưởng đến sự hài lòng của người dân đối với dịch vụ hành chính c - Chính sách công,92.37,https://digital.lib.ueh.edu.vn/handle/UEH/61534
stu_6e183840812752f5,2,"[high_priority] Thị Trường, Nhà Nước Và Người Dân: Kinh Tế Học Về Chính Sách Công - Chính sách công",85.44,https://tiki.vn/thi-truong-nha-nuoc-va-nguoi-dan-kinh-te-hoc-ve-chinh-sach-cong-p168780451.html?spid=168780452
stu_6e183840812752f5,3,[recommended] Thực hiện tiết kiệm chi kinh phí quản lý hành chính tại Sở Tài chính tỉnh Bà Rịa - Vũng Tà - Quản lý hành chính công,79.7,https://digital.lib.ueh.edu.vn/handle/UEH/62794
stu_6e25a3c0d9f7a235,1,[recommended] Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình - Trải nghiệm khách hàng số,76.59,https://digital.lib.ueh.edu.vn/handle/UEH/61137
stu_6e25a3c0d9f7a235,2,[recommended] Sức Mạnh Thương Mại Điện Tử - 12 Tháng Kiếm 1 Triệu Đô Bằng Kinh Doanh Online - Bộ Sách Tr - Thương mại điện tử,71.51,https://tiki.vn/suc-manh-thuong-mai-dien-tu-12-thang-kiem-1-trieu-do-bang-kinh-doanh-online-bo-sach-tren-lung-khong-tuong-p149942445.html?spid=149942446
stu_6e25a3c0d9f7a235,3,[optional] Combo 2 Cuốn Tìm Hiểu Tâm Lý Khách Hàng-Khách Hàng Thật Sự Cần Gì?+Trải Nghiệm Khách Hàng  - Trải nghiệm khách hàng số,56.83,https://tiki.vn/combo-2-cuon-tim-hieu-tam-ly-khach-hang-khach-hang-that-su-can-gi-trai-nghiem-khach-hang-xuat-sac-p273593520.html?spid=275118959
stu_6e3138c4e181fd73,1,[high_priority] Giải pháp hoàn thiện hoạt động quản lý kho hàng tại công ty TNHH Olam Việt Nam - Quản lý kho hàng,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/63482
stu_6e3138c4e181fd73,2,[high_priority] Quản lý chuỗi cung ứng thực phẩm và logistics - Quản lý chuỗi cung ứng,84.09,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609
stu_6e3138c4e181fd73,3,[recommended] Mối quan hệ giữa các tác nhân trong logistics ngược và kết quả kinh tế: Nghiên cứu trường  - Logistics ngược,77.04,https://digital.lib.ueh.edu.vn/handle/UEH/62783
stu_6e4e8f27ba83315c,1,[recommended] Xây dựng thị trường chứng khoán phi tập trung dựa trên công nghệ Blockchain - Công nghệ Blockchain,76.43,https://digital.lib.ueh.edu.vn/handle/UEH/62541
stu_6e4e8f27ba83315c,2,"[recommended] Bùng Nổ Bitcoin - Công Nghệ Blockchain, Fintech 4.0 hay Bong Bóng? - Công nghệ Blockchain",68.83,https://tiki.vn/bung-no-bitcoin-cong-nghe-blockchain-fintech-4-0-hay-bong-bong-p5563321.html?spid=20485533
stu_6e4e8f27ba83315c,3,[optional] Quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Ngân hàng TMCP Công thương Việt N - Quản lý rủi ro số,58.1,https://digital.lib.ueh.edu.vn/handle/UEH/61159
stu_6e5967910832e68d,1,[high_priority] - Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng - Thẩm định dự án,84.13,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156
stu_6e5967910832e68d,2,[recommended] THE LITTLE BOOK - Quản trị rủi ro trong đầu tư chứng khoán - Rủi ro trong đầu tư,71.18,https://tiki.vn/the-little-book-quan-tri-rui-ro-trong-dau-tu-chung-khoan-p202217457.html?spid=202217458
stu_6e5967910832e68d,3,[optional] Chiến Lược Đầu Tư Chứng Khoán (Tái Bản 2018) [Sách Tài Chính & Đầu Tư / Tặng Kèm Postcard  - Chính sách đầu tư,52.63,https://tiki.vn/chien-luoc-dau-tu-chung-khoan-tai-ban-2018-sach-tai-chinh-dau-tu-tang-kem-postcard-greenlife-p36827338.html?spid=36827339
stu_6e644e3b1c17ea21,1,[high_priority] Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam - Kiểm toán nội bộ,87.0,https://digital.lib.ueh.edu.vn/handle/UEH/61472
stu_6e644e3b1c17ea21,2,[high_priority] Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà  - Đạo đức nghề nghiệp kiểm toán,81.45,https://digital.lib.ueh.edu.vn/handle/UEH/61149
stu_6e644e3b1c17ea21,3,"[recommended] Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Q - Kiểm toán nội bộ",79.87,https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870
stu_6e73b790820b8d8c,1,[high_priority] Giải pháp hoàn thiện marketing dịch vụ ngân hàng bán lẻ tại Ngân hàng Thương Mại Cổ Phần C - Marketing dịch vụ,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/63123
stu_6e73b790820b8d8c,2,[high_priority] Giáo Trình Marketing Dịch Vụ Tài Chính Ngân Hàng - TS. Phạm Thu Thuỷ - Học Viện Ngân Hàng - Marketing dịch vụ,85.0,https://tiki.vn/sach-giao-trinh-marketing-dich-vu-tai-chinh-ngan-hang-ts-pham-thu-thuy-hoc-vien-ngan-hang-p279406046.html?spid=279406047
stu_6e73b790820b8d8c,3,[high_priority] Quản Trị Marketing - Quản trị Marketing,82.83,https://tiki.vn/quan-tri-marketing-p68554548.html?spid=160793031
stu_6e76702fa5f35359,1,[high_priority] Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần th - Thương mại quốc tế,86.71,https://digital.lib.ueh.edu.vn/handle/UEH/63972
stu_6e76702fa5f35359,2,[high_priority] - Giáo Trình Đàm Phán Quốc Tế (Tái Bản lần Thứ Nhất) - Đàm phán quốc tế,81.8,https://tiki.vn/sach-giao-trinh-dam-phan-quoc-te-tai-ban-lan-thu-nhat-p276353637.html?spid=279339383
stu_6e76702fa5f35359,3,[high_priority] Chuyển đổi báo cáo tài chính từ chuẩn mực kế toán Việt Nam sang chuẩn mực báo cáo tài chín - Tài chính quốc tế,81.17,https://digital.lib.ueh.edu.vn/handle/UEH/62432
stu_6ebdc047ab979edc,1,[high_priority] Các nhân tố ảnh hưởng đến sự thỏa mãn của nhân viên kế toán trong việc sử dụng hệ thống ho - Hệ thống ERP,93.98,https://digital.lib.ueh.edu.vn/handle/UEH/63276
stu_6ebdc047ab979edc,2,[high_priority] Tích Hợp Hệ Thống Tự Động Điều Khiển Quá Trình Công Nghệ Sinh Học Và Công Nghệ Thực Phẩm - Tích hợp hệ thống,81.75,https://tiki.vn/tich-hop-he-thong-tu-dong-dieu-khien-qua-trinh-cong-nghe-sinh-hoc-va-cong-nghe-thuc-pham-p276237667.html?spid=276237668
stu_6ebdc047ab979edc,3,[optional] Hoàn thiện hệ thống quản lý chất lượng tích hợp tại Công ty Cổ phần Mỹ phẩm Sài Gòn (SCC) - Tích hợp hệ thống,57.88,https://digital.lib.ueh.edu.vn/handle/UEH/62975
stu_6eca2f5521ec5e8d,1,[high_priority] Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần th - Thương mại quốc tế,86.42,https://digital.lib.ueh.edu.vn/handle/UEH/63972
stu_6eca2f5521ec5e8d,2,[high_priority] Soạn Thảo Và Dịch Hợp Đồng Thương Mại Quốc Tế (Tái Bản) - Thương mại quốc tế,84.43,https://tiki.vn/sach-soan-thao-va-dich-hop-dong-thuong-mai-quoc-te-tai-ban-p447075.html?spid=153807
stu_6eca2f5521ec5e8d,3,[optional] Quản lý chuỗi cung ứng thực phẩm và logistics - Quản lý chuỗi cung ứng toàn cầu,54.47,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609
stu_6ecabc1281aa056d,1,[high_priority] Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần th - Thương mại quốc tế,86.42,https://digital.lib.ueh.edu.vn/handle/UEH/63972
stu_6ecabc1281aa056d,2,[high_priority] Soạn Thảo Và Dịch Hợp Đồng Thương Mại Quốc Tế (Tái Bản) - Thương mại quốc tế,84.43,https://tiki.vn/sach-soan-thao-va-dich-hop-dong-thuong-mai-quoc-te-tai-ban-p447075.html?spid=153807
stu_6ecabc1281aa056d,3,[optional] Quản lý chuỗi cung ứng thực phẩm và logistics - Quản lý chuỗi cung ứng toàn cầu,54.47,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609
stu_6ee218d3fffc49e2,1,[high_priority] Thuế Và Kế Toán Thuế 2022 - Áp Dụng Cho Các Doanh nghiệp Việt Nam - Kế toán thuế,85.09,https://tiki.vn/thue-va-ke-toan-thue-2022-ap-dung-cho-cac-doanh-nghiep-viet-nam-p209601948.html?spid=209601949
stu_6ee218d3fffc49e2,2,[high_priority] Giải pháp hoàn thiện hoạt động kiểm toán ngân sách địa phương tại Kiểm toán Nhà nước khu v - Kiểm toán nhà nước,83.47,https://digital.lib.ueh.edu.vn/handle/UEH/61237
stu_6ee218d3fffc49e2,3,[high_priority] Cân đối ngân sách nhà nước trong điều kiện áp dụng Luật Ngân sách Nhà nước năm 2015 – Trườ - Luật ngân sách nhà nước,80.1,https://digital.lib.ueh.edu.vn/handle/UEH/62678
stu_6ee24ff5bb5871d1,1,[high_priority] Thực trạng thực thi pháp luật về quy hoạch đô thị trên địa bàn tỉnh Cà Mau - Quy hoạch đô thị,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/61148
stu_6ee24ff5bb5871d1,2,[high_priority] - Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng - Quản lý dự án xây dựng,84.22,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156
stu_6ee24ff5bb5871d1,3,[optional] Nâng cao quản trị rủi ro các dự án đầu tư tại Ban quản lý dự án hạ tầng II – Tổng công ty  - Quản lý dự án xây dựng,48.62,https://digital.lib.ueh.edu.vn/handle/UEH/62960
stu_6f0746ecfe979a0f,1,[recommended] Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình - Trải nghiệm khách hàng số,76.59,https://digital.lib.ueh.edu.vn/handle/UEH/61137
stu_6f0746ecfe979a0f,2,[recommended] Sức Mạnh Thương Mại Điện Tử - 12 Tháng Kiếm 1 Triệu Đô Bằng Kinh Doanh Online - Bộ Sách Tr - Thương mại điện tử,71.51,https://tiki.vn/suc-manh-thuong-mai-dien-tu-12-thang-kiem-1-trieu-do-bang-kinh-doanh-online-bo-sach-tren-lung-khong-tuong-p149942445.html?spid=149942446
stu_6f0746ecfe979a0f,3,[optional] Combo 2 Cuốn Tìm Hiểu Tâm Lý Khách Hàng-Khách Hàng Thật Sự Cần Gì?+Trải Nghiệm Khách Hàng  - Trải nghiệm khách hàng số,56.83,https://tiki.vn/combo-2-cuon-tim-hieu-tam-ly-khach-hang-khach-hang-that-su-can-gi-trai-nghiem-khach-hang-xuat-sac-p273593520.html?spid=275118959
stu_6f20bb411eb68797,1,[high_priority] Nguyên Lý Quản Trị Chuỗi Cung Ứng - Quản trị chuỗi cung ứng,95.04,https://tiki.vn/sach-nguyen-ly-quan-tri-chuoi-cung-ung-p1208799.html?spid=1208801
stu_6f20bb411eb68797,2,[high_priority] Giải pháp nâng cao hiệu quả quản trị chuỗi cung ứng của công ty xi măng Fico-YTL - Quản trị chuỗi cung ứng,88.25,https://digital.lib.ueh.edu.vn/handle/UEH/63529
stu_6f20bb411eb68797,3,[high_priority] Combo Định Giá Gia Tăng Lợi Nhuận: Định Giá Dựa Trên Giá Trị + Những Đòn Tâm Lý Trong Định - Định giá sản phẩm,81.3,https://tiki.vn/combo-dinh-gia-gia-tang-loi-nhuan-dinh-gia-dua-tren-gia-tri-nhung-don-tam-ly-trong-dinh-gia-san-pham-p68459988.html?spid=70885394
stu_6f296ffb0136c2a9,1,[high_priority] Toán tài chính ứng dụng - Toán tài chính ứng dụng,86.85,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210
stu_6f296ffb0136c2a9,2,[high_priority] Xác Suất Thống Kê (Dùng cho sinh viên các trường Kỹ Thuật và Công Nghệ) - Xác suất và thống kê,82.5,https://tiki.vn/xac-suat-thong-ke-dung-cho-sinh-vien-cac-truong-ky-thuat-va-cong-nghe-tai-ban-lan-thu-tu-nam-2023-p270847837.html?spid=270847838
stu_6f296ffb0136c2a9,3,[optional] HBR Onpoint 2021: Quản Lý Rủi Ro (Tái Bản 2022) - Quản lý rủi ro định lượng,52.17,https://tiki.vn/hbr-onpoint-2021-quan-ly-rui-ro-tai-ban-2022-p196280121.html?spid=197410266
stu_6faf7a0e0e1a98d0,1,"[optional] UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng - Thiết kế UX/UI",55.12,https://tiki.vn/sach-ux-research-thau-hieu-nguoi-dung-ung-dung-chien-thang-p198215131.html?spid=198215132
stu_6faf7a0e0e1a98d0,2,[optional] Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số (  - Công nghệ truyền thông sáng tạo,53.52,https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705
stu_6faf7a0e0e1a98d0,3,"[optional] - Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặ - Thiết kế đồ họa số",53.26,https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406
stu_6fb9112154854310,1,[high_priority] Thực trạng thực thi pháp luật về quy hoạch đô thị trên địa bàn tỉnh Cà Mau - Quy hoạch đô thị,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/61148
stu_6fb9112154854310,2,[high_priority] - Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng - Quản lý dự án xây dựng,84.22,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156
stu_6fb9112154854310,3,[optional] Nâng cao quản trị rủi ro các dự án đầu tư tại Ban quản lý dự án hạ tầng II – Tổng công ty  - Quản lý dự án xây dựng,48.62,https://digital.lib.ueh.edu.vn/handle/UEH/62960
stu_6fd8282a93d5e4bd,1,[high_priority] Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam - Kiểm toán nội bộ,84.04,https://digital.lib.ueh.edu.vn/handle/UEH/61472
stu_6fd8282a93d5e4bd,2,[high_priority] Kế Toán Tài Chính Doanh Nghiệp Thương Mại Dịch Vụ - Kế toán tài chính,81.35,https://tiki.vn/ke-toan-tai-chinh-doanh-nghiep-thuong-mai-dich-vu-p56602776.html?spid=56602777
stu_6fd8282a93d5e4bd,3,[high_priority] Ứng dụng Phân tích báo cáo tài chính và định giá doanh nghiệp trong thực tiễn - Phân tích báo cáo tài chính,80.41,https://tiki.vn/ung-dung-phan-tich-bao-cao-tai-chinh-va-dinh-gia-doanh-nghiep-trong-thuc-tien-p274409757.html?spid=274409758
stu_6ff16f10ac85de52,1,[high_priority] Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam - Kiểm toán nội bộ,87.0,https://digital.lib.ueh.edu.vn/handle/UEH/61472
stu_6ff16f10ac85de52,2,[high_priority] Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà  - Đạo đức nghề nghiệp kiểm toán,81.45,https://digital.lib.ueh.edu.vn/handle/UEH/61149
stu_6ff16f10ac85de52,3,"[recommended] Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Q - Kiểm toán nội bộ",79.87,https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870
stu_7004ad4680946cf6,1,[high_priority] Logistics Và Vận Tải Quốc Tế - TS. Trần Nguyễn Hợp Châu (Tái Bản 2025) - Vận tải quốc tế,82.88,https://tiki.vn/logistics-va-van-tai-quoc-te-ts-tran-nguyen-hop-chau-tai-ban-2025-p278769828.html?spid=278769829
stu_7004ad4680946cf6,2,"[recommended] Quản Lý Chuỗi Cung Ứng Thực Phẩm Và Logistics- Cuốn Sách Quản Lý, Lãnh Đạo Hay Tăng Hiệu Q - Quản lý chuỗi cung ứng",71.74,https://tiki.vn/quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-cuon-sach-quan-ly-lanh-dao-hay-tang-hieu-qua-cong-viec-p273905393.html?spid=274852180
stu_7004ad4680946cf6,3,[optional] Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm T - Quản lý chuỗi cung ứng,48.95,https://digital.lib.ueh.edu.vn/handle/UEH/63272
stu_700aa5132fbdb706,1,[high_priority] Giải pháp hoàn thiện hoạt động quản lý kho hàng tại công ty TNHH Olam Việt Nam - Quản lý kho hàng,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/63482
stu_700aa5132fbdb706,2,[high_priority] Quản lý chuỗi cung ứng thực phẩm và logistics - Quản lý chuỗi cung ứng,84.09,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609
stu_700aa5132fbdb706,3,[recommended] Mối quan hệ giữa các tác nhân trong logistics ngược và kết quả kinh tế: Nghiên cứu trường  - Logistics ngược,77.04,https://digital.lib.ueh.edu.vn/handle/UEH/62783
stu_7011680202c8c17e,1,[high_priority] Phân tích triển vọng và định giá doanh nghiệp tại tập đoàn Vingroup - Định giá doanh nghiệp,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/62670
stu_7011680202c8c17e,2,[high_priority] Phân tích tài chính doanh nghiệp Tai bản lần thứ 5 - chỉnh sửa bổ sung năm 2021 (Tái bản 2 - Phân tích tài chính,94.45,https://tiki.vn/phan-tich-tai-chinh-doanh-nghiep-tai-ban-lan-thu-5-chinh-sua-bo-sung-nam-2021-tai-ban-2022-p91515694.html?spid=91515695
