student_token,user_id,major
stu_07a3c69ac397f49f,942,Kỹ sư Robot và Trí tuệ nhân tạo
stu_0817ceee1c6da9c6,943,Công nghệ Marketing
stu_08672f0831cf09c3,944,Logistics và Quản lý chuỗi cung ứng
stu_089cd0e5d86006be,945,Kinh doanh nông nghiệp
stu_08d1b5c55d07b182,946,Kinh doanh nông nghiệp
stu_0941b7245ffec05e,947,An toàn thông tin
stu_09792e032bf65761,948,Công nghệ Marketing
stu_09e8bc714e7d251c,949,Kỹ sư Robot và Trí tuệ nhân tạo
stu_0a4b49cdb571f7d9,950,Tài chính
stu_0a72d2271f583154,951,Tài chính
stu_0b3941a3107bfeea,952,Đầu tư tài chính
stu_0cf841dead3dd711,953,Tài chính
stu_0d116dbe6059711f,954,Kinh doanh nông nghiệp
stu_0d4fdbd08bffc765,955,Toán tài chính
stu_0d9b771e82d698b9,956,Toán tài chính
stu_0ee116ab3dd89374,957,An toàn thông tin
stu_0f1430316fce4a10,958,Kỹ sư Robot và Trí tuệ nhân tạo
stu_0f6ba13842042a88,959,Logistics và Quản lý chuỗi cung ứng
stu_0f6da65e10dbef52,960,Công nghệ Marketing
stu_0f87b5a46095ca9f,961,Kỹ sư Robot và Trí tuệ nhân tạo
stu_0f8f3a2c1720afa1,962,Kinh doanh nông nghiệp
stu_0fc6384a21efec35,963,Công nghệ Marketing
stu_0fe0b9071ba45471,964,Tài chính
stu_100352136f048d81,965,Logistics và Quản lý chuỗi cung ứng
stu_1096d935d28667f9,966,Tài chính
stu_10c6719a11941342,967,Tài chính
stu_114d19924ad96d48,968,An toàn thông tin
stu_1173f31826ee9c03,969,Kỹ sư Robot và Trí tuệ nhân tạo
stu_12e4e338175465b5,970,Tài chính
stu_13697fb2273186a1,971,Khoa học dữ liệu
stu_1370f792e65631e9,972,Đầu tư tài chính
stu_13c99b5847e53c93,973,An toàn thông tin
stu_14548e3510a2e0da,974,Toán tài chính
stu_15b0d347f515af39,975,Khoa học dữ liệu
stu_15f2a243f2bf50f0,976,Đầu tư tài chính
stu_160f258e972bcfa9,977,Đầu tư tài chính
stu_173c664a51fe59b5,978,Đầu tư tài chính
stu_17b98164a81f5c86,979,Kinh doanh nông nghiệp
stu_17f1929832e67946,980,Toán tài chính
stu_183305ff64662949,981,Kinh doanh nông nghiệp
stu_184c02d4b318061f,982,Toán tài chính
stu_188d441af2715351,983,An toàn thông tin
stu_18a141b1e4cb1bb0,984,Toán tài chính
stu_193534051e5f500d,985,Toán tài chính
stu_19355bd112630842,986,An toàn thông tin
stu_19c895a7311478bc,987,Công nghệ Marketing
stu_19eb3c058267c278,988,Đầu tư tài chính
stu_1adea63affef1d72,989,Toán tài chính
stu_1b068656253ab335,990,Logistics và Quản lý chuỗi cung ứng
stu_1b9d2cb9de4bf3ac,991,Kinh doanh nông nghiệp
stu_1bc3d88f772fb0a0,992,An toàn thông tin
stu_1dd2e5ff2b46be5d,993,Công nghệ Marketing
stu_1e22bf6498dc6a29,994,Tài chính
stu_1e4cd9c6deb9a318,995,Công nghệ Marketing
stu_1f665242d29ee535,996,An toàn thông tin
stu_210c0fd6772eed3d,997,Công nghệ Marketing
stu_212a9e7ee2dd3884,998,An toàn thông tin
stu_2135869b694b0b8d,999,An toàn thông tin
stu_21a1669c650b7d79,1000,Đầu tư tài chính
stu_23146d20b05d6270,1001,Toán tài chính
stu_241581403ea646c1,1002,Đầu tư tài chính
stu_24c517b4b1106d22,1003,Công nghệ Marketing
stu_25398a4f200ff182,1004,Đầu tư tài chính
stu_271b7d6d7755e2f2,1005,Kỹ sư Robot và Trí tuệ nhân tạo
stu_27648bdfceaf7769,1006,Toán tài chính
stu_27a7e98916241398,1007,Khoa học dữ liệu
stu_28b73b3981fa27c5,1008,An toàn thông tin
stu_28ebb8988a559255,1009,Kỹ sư Robot và Trí tuệ nhân tạo
stu_29d48dc489d363cd,1010,Toán tài chính
stu_2a638ae00a3ee905,1011,Công nghệ Marketing
stu_2a66b872d997f76d,1012,Tài chính
stu_2ac3c5d0f4d55ad6,1013,Kỹ sư Robot và Trí tuệ nhân tạo
stu_2b196c645abca1fe,1014,Khoa học dữ liệu
stu_2b255e2556279069,1015,An toàn thông tin
stu_2c6fd00797b953ed,1016,Logistics và Quản lý chuỗi cung ứng
stu_2c7aa9186cf6bba9,1017,Logistics và Quản lý chuỗi cung ứng
stu_2c9e50bcb8f600af,1018,Kỹ sư Robot và Trí tuệ nhân tạo
stu_2ca4748ff447177e,1019,Đầu tư tài chính
stu_2cc71ebd82509eb3,1020,Kinh doanh nông nghiệp
stu_2d75d159d4807618,1021,Kỹ sư Robot và Trí tuệ nhân tạo
stu_2dd01d8a1736beca,1022,An toàn thông tin
stu_2f2678fb3f3b8f7c,1023,An toàn thông tin
stu_2f5af7f83ad89825,1024,Đầu tư tài chính
stu_2ffabaff250ed38a,1025,Kinh doanh nông nghiệp
stu_305cc284e0d4b1a2,1026,Đầu tư tài chính
stu_3089257e2946d3fb,1027,Tài chính
stu_30adf4517475eb42,1028,Toán tài chính
stu_3143d063bc0c83b3,1029,Kỹ sư Robot và Trí tuệ nhân tạo
stu_323d3accc949fa8c,1030,Đầu tư tài chính
stu_3243442fe9bad158,1031,Công nghệ Marketing
stu_327cdcb2372cdf38,1032,An toàn thông tin
stu_332a864c4d1ab533,1033,Công nghệ Marketing
stu_335297b89a34b57e,1034,Logistics và Quản lý chuỗi cung ứng
stu_33918570c2bf40b5,1035,Kinh doanh nông nghiệp
stu_33c7d4694f62fa7e,1036,Logistics và Quản lý chuỗi cung ứng
stu_3462859de8f577b9,1037,Logistics và Quản lý chuỗi cung ứng
stu_34b71cce1b3092ef,1038,Kinh doanh nông nghiệp
stu_34bc7ce4fdbd4b7d,1039,Toán tài chính
stu_34d5813459b97a3d,1040,Toán tài chính
stu_356253cce1e55691,1041,Công nghệ Marketing
stu_357568d71f9e31c1,1042,Logistics và Quản lý chuỗi cung ứng
stu_35ea1bcd1baebac1,1043,Khoa học dữ liệu
stu_36bc751a686362f8,1044,Logistics và Quản lý chuỗi cung ứng
stu_37c666c00ebd10e3,1045,Tài chính
stu_37ce7a43ca9f780a,1046,Công nghệ Marketing
stu_38d8d2986504c8e3,1047,Đầu tư tài chính
stu_39106ea07af6e57f,1048,Toán tài chính
stu_39117407990f5259,1049,Khoa học dữ liệu
stu_399000cc602cd2be,1050,Kỹ sư Robot và Trí tuệ nhân tạo
stu_3b96ec29f38313ec,1051,Toán tài chính
stu_3bab7ece542a6669,1052,Kỹ sư Robot và Trí tuệ nhân tạo
stu_3be216d581dafaa2,1053,Kinh doanh nông nghiệp
stu_3c0cd7750e52d2b0,1054,Khoa học dữ liệu
stu_3c11f0060f6153e4,1055,Kinh doanh nông nghiệp
stu_3d5bcf270d5fb447,1056,Đầu tư tài chính
stu_3db8e6b643b2fed4,1057,Kỹ sư Robot và Trí tuệ nhân tạo
stu_3df7c914bef2b4e2,1058,Đầu tư tài chính
stu_3e2abaf30c06193a,1059,An toàn thông tin
stu_3e6e9f26792ac4b3,1060,Toán tài chính
stu_3e76dde060d026e9,1061,Khoa học dữ liệu
stu_3e8f8ec2dc1d80e5,1062,Khoa học dữ liệu
stu_3ec5ffe8ce82aae6,1063,Toán tài chính
stu_3f9216d2884cdba0,1064,Toán tài chính
stu_3f96a72b089ffeb7,1065,Tài chính
stu_3fc61c1b3792e33f,1066,Đầu tư tài chính
stu_4037afe71c5883fb,1067,An toàn thông tin
stu_40606e8f99bde5ac,1068,Tài chính
stu_4195df7362e92d58,1069,Logistics và Quản lý chuỗi cung ứng
stu_4217bfd52c8870fe,1070,Logistics và Quản lý chuỗi cung ứng
stu_427912e6d21f197f,1071,Kỹ sư Robot và Trí tuệ nhân tạo
stu_42e4aaf8a9004e96,1072,Logistics và Quản lý chuỗi cung ứng
stu_4349537f70462f9b,1073,Đầu tư tài chính
stu_4416838c769fcca6,1074,Logistics và Quản lý chuỗi cung ứng
stu_4562b634ff152b3d,1075,Toán tài chính
stu_45aba3ed83d5f325,1076,Khoa học dữ liệu
stu_467fcafff6ea64c3,1077,Đầu tư tài chính
stu_46c8476e2a3a895f,1078,Kỹ sư Robot và Trí tuệ nhân tạo
stu_46d29508e536df13,1079,Tài chính
stu_46f3759ef85338b7,1080,Đầu tư tài chính
stu_471f45083baab524,1081,Logistics và Quản lý chuỗi cung ứng
stu_47ad33a13976e96f,1082,Tài chính
stu_48b6c2f92217396d,1083,An toàn thông tin
stu_48d07bed5440c34e,1084,Tài chính
stu_49af36744a539764,1085,Kinh doanh nông nghiệp
stu_4a341994c436f40f,1086,An toàn thông tin
stu_4a596eb2a09a73b3,1087,Công nghệ Marketing
stu_4b04384c45dce9c8,1088,Kinh doanh nông nghiệp
stu_4c79993e3122bbe3,1089,Tài chính
stu_4d327d1a18d72ad2,1090,Logistics và Quản lý chuỗi cung ứng
stu_4d726705918a6300,1091,Công nghệ Marketing
stu_4f0f432ed8efd2c8,1092,Toán tài chính
stu_4f4596e6ae09f6c5,1093,Kỹ sư Robot và Trí tuệ nhân tạo
stu_4f50a93b8ef5e1a0,1094,Kỹ sư Robot và Trí tuệ nhân tạo
stu_5052093c96f38d5a,1095,Công nghệ Marketing
stu_53f9ed2d6b49ecbf,1096,Logistics và Quản lý chuỗi cung ứng
stu_5422eda068d5ee00,1097,Khoa học dữ liệu
stu_546c0bc6320ca013,1098,Kinh doanh nông nghiệp
stu_54f7e6d4f4378bd1,1099,Logistics và Quản lý chuỗi cung ứng
stu_551b0585da7c8a72,1100,Toán tài chính
stu_55a73fd4652cf105,1101,Tài chính
stu_55ade36464aec2c6,1102,Đầu tư tài chính
stu_55b8fe7fa5d8d0b1,1103,Kinh doanh nông nghiệp
stu_55ccc6254ec4b28e,1104,An toàn thông tin
stu_5606e7b72e37a7ab,1105,Tài chính
stu_56f33cf43b332e73,1106,Kỹ sư Robot và Trí tuệ nhân tạo
stu_572c9db97f36b593,1107,Kinh doanh nông nghiệp
stu_5887f48a213e4cef,1108,Kinh doanh nông nghiệp
stu_5915fc313bdd1e51,1109,Khoa học dữ liệu
stu_5a239bce7c3cdefd,1110,Kinh doanh nông nghiệp
stu_5ac364dcce87c5cd,1111,Kinh doanh nông nghiệp
stu_5bafb2dcf7a07b3d,1112,Toán tài chính
stu_5bbef8648d08cc00,1113,Tài chính
stu_5cf5e2ed3ab8f744,1114,An toàn thông tin
stu_5e5794d07a39856d,1115,Kinh doanh nông nghiệp
stu_5ed59b4ae54b551e,1116,Toán tài chính
stu_5ed854ab9201428e,1117,Kinh doanh nông nghiệp
stu_5ef0a6823a74e0ce,1118,Kỹ sư Robot và Trí tuệ nhân tạo
stu_5f449ac63fe318ee,1119,Tài chính
stu_5f62fbf8938fc2e1,1120,Đầu tư tài chính
stu_5fb3737251046105,1121,Đầu tư tài chính
stu_60d04dc049563a08,1122,Khoa học dữ liệu
stu_6144580999d5ce59,1123,Công nghệ Marketing
stu_616f3804dea9d1fe,1124,Tài chính
stu_618a89649f625fa2,1125,Đầu tư tài chính
stu_622fa7904f1152e5,1126,An toàn thông tin
stu_6242251c41315b39,1127,Công nghệ Marketing
stu_625a668c94c0c7fa,1128,Logistics và Quản lý chuỗi cung ứng
stu_627b671d477abbfd,1129,Công nghệ Marketing
stu_62fcd1fe67cc02ed,1130,Kinh doanh nông nghiệp
stu_631743a0e18d8732,1131,Đầu tư tài chính
stu_635064d9ea2933e7,1132,Logistics và Quản lý chuỗi cung ứng
stu_636901d990de1c10,1133,Tài chính
stu_63847810d89d88ef,1134,Kỹ sư Robot và Trí tuệ nhân tạo
stu_638f6332cb5f184e,1135,Đầu tư tài chính
stu_639313e2ecd8a805,1136,Tài chính
stu_63af9247d9272771,1137,Logistics và Quản lý chuỗi cung ứng
stu_63ccb41d7fe6f101,1138,Khoa học dữ liệu
stu_63e309d85b5af8c9,1139,Kinh doanh nông nghiệp
stu_6422ac77d02b516e,1140,Kỹ sư Robot và Trí tuệ nhân tạo
stu_644b6e9e5b168955,1141,Kinh doanh nông nghiệp
stu_652f38d640b7e1e7,1142,Khoa học dữ liệu
stu_653d6e2219d0c2b7,1143,Toán tài chính
stu_660413382ee3a678,1144,Tài chính
stu_66968d95e7ea4fed,1145,Logistics và Quản lý chuỗi cung ứng
stu_6706bb59e586ca37,1146,Tài chính
stu_67d1d2307bec11d7,1147,Khoa học dữ liệu
stu_6878e6acd0e46bad,1148,Tài chính
stu_68faf81dfba3eb26,1149,Kinh doanh nông nghiệp
stu_6946f6c0d668e037,1150,Đầu tư tài chính
stu_69cb966287d70795,1151,An toàn thông tin
stu_6b39b0ff9e607f39,1152,Kỹ sư Robot và Trí tuệ nhân tạo
stu_6b7ae1fe7f01726e,1153,An toàn thông tin
stu_6b8db559c9dd0036,1154,Công nghệ Marketing
stu_6bf398f52d351c00,1155,Tài chính
stu_6cd6f3bc4c78db27,1156,An toàn thông tin
stu_6d918ce8532b683d,1157,Logistics và Quản lý chuỗi cung ứng
stu_6d9c046f49e3fd3f,1158,Khoa học dữ liệu
stu_6e111a0222454a6e,1159,Tài chính
stu_6e3138c4e181fd73,1160,Logistics và Quản lý chuỗi cung ứng
stu_6f296ffb0136c2a9,1161,Toán tài chính
stu_700aa5132fbdb706,1162,Logistics và Quản lý chuỗi cung ứng
stu_7011680202c8c17e,1163,Tài chính
stu_70be68c9ba96414d,1164,Kỹ sư Robot và Trí tuệ nhân tạo
stu_71865d4453d8439e,1165,Đầu tư tài chính
stu_725ac760051e888a,1166,Toán tài chính
stu_7296be4a838d5efc,1167,Logistics và Quản lý chuỗi cung ứng
stu_73456060fc4182de,1168,Toán tài chính
stu_73b521b41050c893,1169,Toán tài chính
stu_740949465b590fb5,1170,Tài chính
stu_7443478c84fe239c,1171,Logistics và Quản lý chuỗi cung ứng
stu_74a8bc4ca2015a0a,1172,An toàn thông tin
stu_74e3c437e74578e4,1173,Logistics và Quản lý chuỗi cung ứng
stu_74feb3cba7fde0c3,1174,Logistics và Quản lý chuỗi cung ứng
stu_751f5e2560c8336c,1175,Kỹ sư Robot và Trí tuệ nhân tạo
stu_7600178446dcd677,1176,Khoa học dữ liệu
stu_7620ff14cf3687cc,1177,Đầu tư tài chính
stu_764a8a1bfd40985d,1178,Đầu tư tài chính
stu_76631bc58720ad7f,1179,Toán tài chính
stu_771e5844d657d99c,1180,Đầu tư tài chính
stu_77262be7b74a56de,1181,Tài chính
stu_77363809c9d325ad,1182,Logistics và Quản lý chuỗi cung ứng
stu_77ab7eba95e7a526,1183,An toàn thông tin
stu_7809167821c5513c,1184,Kinh doanh nông nghiệp
stu_786682029fbdb3ee,1185,Kinh doanh nông nghiệp
stu_787a44d95dd91a1a,1186,Kỹ sư Robot và Trí tuệ nhân tạo
stu_78db05bed365313d,1187,Đầu tư tài chính
stu_78e32b03c1b62d9a,1188,An toàn thông tin
stu_794cb86e8633fc2f,1189,Kinh doanh nông nghiệp
stu_7955531364faf834,1190,Công nghệ Marketing
stu_7956c261abb1d43c,1191,Toán tài chính
stu_7a6f1f9163fe3bdf,1192,Tài chính
stu_7aab8097a70fc723,1193,Kỹ sư Robot và Trí tuệ nhân tạo
stu_7b1953d2eb40d6c7,1194,An toàn thông tin
stu_7b28debe24f251b8,1195,Đầu tư tài chính
stu_7bad97d312dd7dc4,1196,Tài chính
stu_7c76293a9ab20f17,1197,Kinh doanh nông nghiệp
stu_7e2d5d610ce8c7ff,1198,Đầu tư tài chính
stu_7e7f064fcac25c78,1199,Toán tài chính
stu_7ed0b3e85d8ace5b,1200,Khoa học dữ liệu
stu_7fa024bdc56f662e,1201,Đầu tư tài chính
stu_7fe72c2ccc481878,1202,Toán tài chính
stu_80033cb9885410f9,1203,Kinh doanh nông nghiệp
stu_8028d65bb8cb89e7,1204,Đầu tư tài chính
stu_80564474d87c9e67,1205,Đầu tư tài chính
stu_80845f40d55cb25e,1206,Công nghệ Marketing
stu_80e33821b6a048be,1207,Toán tài chính
stu_821555e3abb62fc7,1208,Kinh doanh nông nghiệp
stu_8230704b81a20a56,1209,Kỹ sư Robot và Trí tuệ nhân tạo
stu_82453bf9ec29959e,1210,Toán tài chính
stu_827286e51d204d6c,1211,Toán tài chính
stu_82fa74e97dbcf5f6,1212,Đầu tư tài chính
stu_832644cb7a59a4e2,1213,Công nghệ Marketing
stu_83331326e0553917,1214,Toán tài chính
stu_835a15cd28d233ba,1215,Logistics và Quản lý chuỗi cung ứng
stu_84afd3a585c1d7cf,1216,Kinh doanh nông nghiệp
stu_8579677ab059acb2,1217,Khoa học dữ liệu
stu_85ccbc5b8dddc860,1218,An toàn thông tin
stu_87a6a3b167c85478,1219,Kỹ sư Robot và Trí tuệ nhân tạo
stu_87ceec5d6fee1fc4,1220,Logistics và Quản lý chuỗi cung ứng
stu_87e490314fcadae8,1221,Logistics và Quản lý chuỗi cung ứng
stu_8800855ea5e94e43,1222,Kinh doanh nông nghiệp
stu_88d74e1535922e66,1223,An toàn thông tin
stu_89b9e3905033e4ea,1224,Công nghệ Marketing
stu_89ddf60bec0a5c4c,1225,Logistics và Quản lý chuỗi cung ứng
stu_8a96d1503d5c7716,1226,Logistics và Quản lý chuỗi cung ứng
stu_8aa7e65d901d828c,1227,Kinh doanh nông nghiệp
stu_8b367b9b34ae7825,1228,Khoa học dữ liệu
stu_8b61224bc2a856bf,1229,Đầu tư tài chính
stu_8bcb47dc09229a62,1230,Kỹ sư Robot và Trí tuệ nhân tạo
stu_8c38dff253b8d6cb,1231,Đầu tư tài chính
stu_8cd8b1abd2f70469,1232,Kinh doanh nông nghiệp
stu_8cfce4eb10586cbb,1233,Đầu tư tài chính
stu_8d2ebdfc111c32ff,1234,Kinh doanh nông nghiệp
stu_8d3e82ecdc727e88,1235,Kỹ sư Robot và Trí tuệ nhân tạo
stu_8d91cafa2d523e87,1236,Logistics và Quản lý chuỗi cung ứng
stu_8dbe8014421e2072,1237,Công nghệ Marketing
stu_8ddd9d6eb4fdd77a,1238,Logistics và Quản lý chuỗi cung ứng
stu_8e0ba601d093b799,1239,An toàn thông tin
stu_8f2fc1607e6cba24,1240,Đầu tư tài chính
stu_8fa20898ef36abaf,1241,Toán tài chính
stu_905eba5f72af5d38,1242,Kỹ sư Robot và Trí tuệ nhân tạo
stu_919cbef6cdbec713,1243,Tài chính
stu_920557343ebf2d27,1244,Tài chính
stu_9223f17fa503bbfe,1245,Toán tài chính
stu_9231c78779b449e7,1246,Tài chính
stu_925206c59f9455e4,1247,Đầu tư tài chính
stu_927cb67620b52ef2,1248,An toàn thông tin
stu_927f2a25443f9edf,1249,An toàn thông tin
stu_92dbcf68aed6dc56,1250,Toán tài chính
stu_93938085b400f197,1251,Kinh doanh nông nghiệp
stu_93f10fa7149f2fa9,1252,Đầu tư tài chính
stu_93f57f2a77c22fa1,1253,Đầu tư tài chính
stu_947cae780f128335,1254,Logistics và Quản lý chuỗi cung ứng
stu_94be4b6c4c251056,1255,Kỹ sư Robot và Trí tuệ nhân tạo
stu_94f10e46ba740a4d,1256,Đầu tư tài chính
stu_97051adf16f5b55c,1257,Kỹ sư Robot và Trí tuệ nhân tạo
stu_9793641697a80aa6,1258,Toán tài chính
stu_9839e96c5dcf142b,1259,Khoa học dữ liệu
stu_98cf9738ba7fdd11,1260,Khoa học dữ liệu
stu_99a860daf93137b9,1261,Công nghệ Marketing
stu_9a02990d0fe0bf96,1262,Đầu tư tài chính
stu_9a0eb93ddf34a16f,1263,Toán tài chính
stu_9a7e6729e36016d8,1264,Kinh doanh nông nghiệp
stu_9be9988d16c2656b,1265,Tài chính
stu_9db76958a691e486,1266,Kỹ sư Robot và Trí tuệ nhân tạo
stu_9dcf07bb5f51aecb,1267,Logistics và Quản lý chuỗi cung ứng
stu_9e67d5e48eb5c2c7,1268,An toàn thông tin
stu_9e7659cc121f33e0,1269,An toàn thông tin
stu_9f4371d1012ff2e6,1270,Toán tài chính
stu_9fae0d17866a43a8,1271,Toán tài chính
stu_a0633ea61e6418b4,1272,Tài chính
stu_a1dc78d801b4b55e,1273,Kỹ sư Robot và Trí tuệ nhân tạo
stu_a2f48ea9554ed807,1274,Logistics và Quản lý chuỗi cung ứng
stu_a2f681d0a1cd2241,1275,Tài chính
stu_a3e0e700ff07b829,1276,Kinh doanh nông nghiệp
stu_a43d58050eb3e95a,1277,Khoa học dữ liệu
stu_a449d008e009d9b4,1278,Tài chính
stu_a44b06cec454064b,1279,Đầu tư tài chính
stu_a44cce7a3dc9003f,1280,Đầu tư tài chính
stu_a46a50b668410acb,1281,Công nghệ Marketing
stu_a56702e265d859a4,1282,An toàn thông tin
stu_a5bdd96bfc99c91f,1283,Tài chính
stu_a5c310b401cd27be,1284,Tài chính
stu_a654ac37ef2964d0,1285,An toàn thông tin
stu_a6eeaa75e01af5fe,1286,Kỹ sư Robot và Trí tuệ nhân tạo
stu_a755e0278f3e6576,1287,An toàn thông tin
stu_a7fd41c423c6593e,1288,Đầu tư tài chính
stu_a8258944b424b6e4,1289,Khoa học dữ liệu
stu_a87b588e06f70fbc,1290,Kinh doanh nông nghiệp
stu_a8b5b187b5774f7b,1291,Kỹ sư Robot và Trí tuệ nhân tạo
stu_a962b797c8920393,1292,Công nghệ Marketing
stu_a9a86dcd86a21bce,1293,An toàn thông tin
stu_a9abfc9d2708f0da,1294,Kinh doanh nông nghiệp
stu_aa4001303995b535,1295,Khoa học dữ liệu
stu_ab0162eacab7b611,1296,An toàn thông tin
stu_ab9274e608d0249c,1297,Logistics và Quản lý chuỗi cung ứng
stu_ab99db5c5f8b8b52,1298,Công nghệ Marketing
stu_ac42ff71bf2b191b,1299,An toàn thông tin
stu_ac4abd368ce62e24,1300,Kỹ sư Robot và Trí tuệ nhân tạo
stu_adfe58f0589eef17,1301,Khoa học dữ liệu
stu_ae2aa6a0ca0eaff2,1302,An toàn thông tin
stu_aee699b24063d688,1303,Kinh doanh nông nghiệp
stu_af0c8e2ebec52b22,1304,Logistics và Quản lý chuỗi cung ứng
stu_af7894c2b7461080,1305,Công nghệ Marketing
stu_af9f95bda859c374,1306,Tài chính
stu_b03f4abee4351467,1307,Toán tài chính
stu_b076998d57132cc3,1308,An toàn thông tin
stu_b0923d306c796b4b,1309,Tài chính
stu_b130d968771f0bc4,1310,Kinh doanh nông nghiệp
stu_b138f0f16129362b,1311,Công nghệ Marketing
stu_b22c38567cd35b46,1312,An toàn thông tin
stu_b2a4d5a2ad69f1ca,1313,Đầu tư tài chính
stu_b30930040e630a36,1314,Logistics và Quản lý chuỗi cung ứng
stu_b31a542234c41821,1315,Khoa học dữ liệu
stu_b3547d2c64b8e8a6,1316,Công nghệ Marketing
stu_b3f7d74eded5d032,1317,Kỹ sư Robot và Trí tuệ nhân tạo
stu_b4130049154ea21a,1318,Kỹ sư Robot và Trí tuệ nhân tạo
stu_b4a65fe352147ab0,1319,Toán tài chính
stu_b5620f717ca57b74,1320,Khoa học dữ liệu
stu_b569e8107fa2e36b,1321,Khoa học dữ liệu
stu_b57aeaa978c6f849,1322,An toàn thông tin
stu_b5acebf79454cd65,1323,Đầu tư tài chính
stu_b62c1262ab6b69f2,1324,Kỹ sư Robot và Trí tuệ nhân tạo
stu_b7b0058244f0878b,1325,Toán tài chính
stu_b8a19f5720d6096a,1326,Khoa học dữ liệu
stu_b9fc85aab4045196,1327,Đầu tư tài chính
stu_ba7714cf47cb4d4a,1328,Toán tài chính
stu_ba907c5d62971a0c,1329,An toàn thông tin
stu_bb066a552ba3e0ee,1330,Đầu tư tài chính
stu_bc3977a519c7c1a7,1331,An toàn thông tin
stu_bd009c2abcd95b38,1332,Tài chính
stu_bd52af45fa6d96fa,1333,Công nghệ Marketing
stu_bd71e27247c5defe,1334,Tài chính
stu_bdca78e84e258b74,1335,Tài chính
stu_be752ce73c06f120,1336,Khoa học dữ liệu
stu_bec3e31eae9fb27a,1337,Khoa học dữ liệu
stu_bf52824333645300,1338,An toàn thông tin
stu_bfe6cffe52f28c8b,1339,Logistics và Quản lý chuỗi cung ứng
stu_bffc8fc63d8b111b,1340,Kỹ sư Robot và Trí tuệ nhân tạo
stu_c0ec12001bf0632d,1341,Logistics và Quản lý chuỗi cung ứng
stu_c0f66cfd0c7df69a,1342,Tài chính
stu_c0fcf6f67554a043,1343,Kỹ sư Robot và Trí tuệ nhân tạo
stu_c1a758021d4c451c,1344,Tài chính
stu_c1abc84fa745fa25,1345,Đầu tư tài chính
stu_c26e676bcc559c6d,1346,An toàn thông tin
stu_c331167b55e05d8c,1347,Toán tài chính
stu_c366f88894d087f4,1348,Khoa học dữ liệu
stu_c3aa3dcb79ffabcc,1349,Kinh doanh nông nghiệp
stu_c4e85e6c38c58b06,1350,Công nghệ Marketing
stu_c54382bd7fd058c6,1351,Khoa học dữ liệu
stu_c5dc53e87c0cbab4,1352,Công nghệ Marketing
stu_c60774c15b4cf8e7,1353,Kinh doanh nông nghiệp
stu_c60777d711e0193d,1354,An toàn thông tin
stu_c61744f9015ca6a3,1355,Tài chính
stu_c622d74d3b298b12,1356,An toàn thông tin
stu_c62a176b0bce9b1d,1357,Logistics và Quản lý chuỗi cung ứng
stu_c68844691193f8ed,1358,Toán tài chính
stu_c6c8cd0427ddde30,1359,Kinh doanh nông nghiệp
stu_c79ed253c32c9904,1360,Đầu tư tài chính
stu_c85c11c815f93e26,1361,Tài chính
stu_c8794ce5d08c764c,1362,Đầu tư tài chính
stu_c962767e85d61649,1363,Tài chính
stu_c9d19dc7a531ed4f,1364,Kinh doanh nông nghiệp
stu_c9f9b5c63cd4322a,1365,Logistics và Quản lý chuỗi cung ứng
stu_ca3f7e02dd9bd297,1366,Kinh doanh nông nghiệp
stu_cb4093ad298306bb,1367,Kỹ sư Robot và Trí tuệ nhân tạo
stu_cb40e24d081fc8c9,1368,Kỹ sư Robot và Trí tuệ nhân tạo
stu_cc4f978b721fb057,1369,Khoa học dữ liệu
stu_cc734e25450066ca,1370,An toàn thông tin
stu_cca9b2b8eb34fbd4,1371,Tài chính
stu_cce02d2b3f360c84,1372,Kỹ sư Robot và Trí tuệ nhân tạo
stu_cd6e17a79a2740da,1373,Kinh doanh nông nghiệp
stu_cd71c973fce8b850,1374,Đầu tư tài chính
stu_ce3862beafe817b3,1375,Công nghệ Marketing
stu_cea7e12f4850f401,1376,An toàn thông tin
stu_d120b9a8b4873a82,1377,Logistics và Quản lý chuỗi cung ứng
stu_d13ef315ee118878,1378,Kỹ sư Robot và Trí tuệ nhân tạo
stu_d1a471485031f25a,1379,Đầu tư tài chính
stu_d1cb0bcebd2f2c3f,1380,Toán tài chính
stu_d1ef89a17b4fd3bd,1381,Kinh doanh nông nghiệp
stu_d34be92517b8a307,1382,Logistics và Quản lý chuỗi cung ứng
stu_d4aeb3a541252c82,1383,Công nghệ Marketing
stu_d568b2c4ae1a5e9c,1384,An toàn thông tin
stu_d56d834e9fa381c6,1385,Đầu tư tài chính
stu_d5ba479c05a98973,1386,Tài chính
stu_d5e6e4f320c0a1fd,1387,Logistics và Quản lý chuỗi cung ứng
stu_d6c12b2e8d8b4d08,1388,Toán tài chính
stu_d6fdf7cbe339a4d8,1389,Kỹ sư Robot và Trí tuệ nhân tạo
stu_d74211ef2b72d027,1390,Logistics và Quản lý chuỗi cung ứng
stu_d75a445dd873d58f,1391,Khoa học dữ liệu
stu_d78b7410566102fd,1392,Khoa học dữ liệu
stu_d78e7c095b246585,1393,Công nghệ Marketing
stu_d7a80b37576699b5,1394,Khoa học dữ liệu
stu_d9126904e6308194,1395,Logistics và Quản lý chuỗi cung ứng
stu_d9eac2efcc3d9789,1396,An toàn thông tin
stu_da3d330c4b2179b3,1397,Khoa học dữ liệu
stu_db5c9cea8f9295f9,1398,Đầu tư tài chính
stu_dbd365bc63dbe609,1399,Kinh doanh nông nghiệp
